Word:redound cos:-0.13818
Word:170.4 cos:-0.30380
Word:lampkin cos:-0.16030
Word:naru cos:-0.07822
Word:qeshlāqī cos:0.05527
Word:barosso cos:-0.37415
Word:radziwill cos:0.16029
Word:pantani cos:-0.06897
Word:owning cos:0.11010
Word:benefitting cos:-0.29882
Word:shōwa cos:0.21327
Word:takover cos:-0.17623
Word:scriptable cos:-0.46154
Word:gandhism cos:-0.27987
Word:8.5-mile cos:-0.32765
Word:alphasmart cos:-0.18612
Word:snacks cos:0.09212
Word:uninfluenced cos:-0.27423
Word:populations cos:0.10575
Word:301st cos:-0.13019
Word:cannoli cos:-0.21755
Word:sanation cos:-0.17223
Word:sedykh cos:-0.43338
Word:gatorland cos:-0.44058
Word:sumer cos:0.22398
Word:3,282 cos:-0.54294
Word:christov cos:-0.48146
Word:featherlike cos:-0.46124
Word:f310 cos:-0.33348
Word:handbuilt cos:-0.55491
Word:8,000-mile cos:-0.24090
Word:pescheux cos:-0.26336
Word:xian cos:0.37942
Word:micronesians cos:-0.21685
Word:yonhap cos:0.01258
Word:u.n.-supported cos:-0.44593
Word:lull cos:0.12111
Word:worldcon cos:-0.13517
Word:trawlermen cos:-0.29844
Word:wasi cos:-0.08719
Word:7.25 cos:-0.13343
Word:150,000,000 cos:-0.42577
Word:mullers cos:-0.50161
Word:ratifying cos:-0.13995
Word:walk-out cos:-0.31957
Word:greenshoe cos:-0.01582
Word:radha cos:0.30309
Word:capitalized cos:-0.07514
Word:spectrophotometry cos:-0.48102
Word:u.n.-sanctioned cos:-0.24896
Word:irish-based cos:-0.50266
Word:self-funding cos:-0.50922
Word:133.6 cos:-0.19825
Word:41st cos:0.06483
Word:sunflower cos:0.04763
Word:post-1948 cos:-0.22838
Word:204.8 cos:-0.40220
Word:thefts cos:-0.09552
Word:noncompact cos:-0.40356
Word:mazzuchelli cos:0.05189
Word:repurchase cos:-0.05140
Word:t-90s cos:-0.18233
Word:erekat cos:0.01549
Word:134.7 cos:-0.35004
Word:klaten cos:-0.15565
Word:meena cos:0.07860
Word:mishnah cos:0.03792
Word:prestel cos:-0.23788
Word:euro385 cos:-0.17885
Word:ls1 cos:-0.31429
Word:theodorakis cos:0.01117
Word:cromwellian cos:0.20465
Word:3,806 cos:-0.49005
Word:2,276 cos:-0.45119
Word:254.7 cos:-0.38137
Word:portugual cos:-0.27423
Word:7-acre cos:-0.29534
Word:repossessed cos:-0.03553
Word:matthewson cos:-0.30256
Word:promethean cos:-0.34253
Word:123,000 cos:-0.23459
Word:healthcare.gov cos:-0.52961
Word:olaudah cos:-0.26477
Word:46-20 cos:-0.39094
Word:batdyev cos:-0.06894
Word:entry cos:0.30462
Word:8,000,000 cos:-0.31600
Word:bonds cos:0.18027
Word:derailments cos:-0.23333
Word:nmsr cos:-0.30311
Word:hotels cos:0.20081
Word:p220 cos:-0.42368
Word:chinampas cos:-0.35739
Word:c-17s cos:-0.10187
Word:pro-israeli cos:-0.46788
Word:mashup cos:-0.23792
Word:campero cos:0.00148
Word:626-member cos:-0.14321
Word:bottled cos:0.08494
Word:dealers cos:0.11308
Word:unreferenced cos:-0.35710
Word:hobbyists cos:-0.14583
Word:garchik cos:-0.11971
Word:knightmare cos:-0.21250
Word:rockbox cos:-0.38291
Word:wylenzek cos:-0.25118
Word:1-7-1 cos:-0.44877
Word:7.7345 cos:-0.20865
Word:engiova cos:-0.12270
Word:1.4627 cos:-0.19442
Word:183.8 cos:-0.31327
Word:v-weapons cos:-0.45697
Word:waller cos:0.23743
Word:trans-lux cos:-0.25119
Word:merovingian cos:0.38214
Word:mamluk cos:0.33867
Word:defaces cos:-0.42630
Word:superspace cos:-0.54049
Word:multi-dimensional cos:-0.37162
Word:31,000-strong cos:-0.41837
Word:trenes cos:-0.37349
Word:aventicum cos:-0.20223
Word:euro418 cos:-0.17729
Word:1.2070 cos:-0.12355
Word:crispest cos:-0.35354
Word:219.8 cos:-0.36396
Word:persian cos:0.57065
Word:fuchsian cos:-0.39191
Word:avantgarde cos:-0.31555
Word:14.25 cos:-0.16291
Word:200-kilogram cos:-0.37198
Word:transplanting cos:-0.05843
Word:muisca cos:-0.20195
Word:cabcharge cos:-0.43622
Word:wplj cos:-0.14567
Word:layoffs cos:0.00930
Word:4,797 cos:-0.18320
Word:earthmovers cos:-0.38476
Word:c-5a cos:-0.23103
Word:3,978 cos:-0.54477
Word:italian cos:0.31230
Word:prévert cos:-0.12939
Word:beliz cos:-0.36575
Word:mossadeq cos:0.01484
Word:kiguel cos:-0.29516
Word:kabyle cos:-0.01272
Word:plurk cos:-0.43132
Word:ooxml cos:-0.28064
Word:diphosphate cos:-0.13855
Word:charmides cos:-0.25964
Word:shubei cos:0.30880
Word:nonconsecutive cos:-0.08926
Word:thmey cos:-0.21777
Word:10-cents cos:-0.36345
Word:pettit cos:-0.04714
Word:1493 cos:0.15191
Word:asteraceae cos:0.19841
Word:tawengwa cos:-0.07969
Word:.68 cos:-0.15197
Word:lokuge cos:-0.28613
Word:tompa cos:-0.23716
Word:scuppered cos:-0.09549
Word:cadenzas cos:-0.08518
Word:czechoslovaks cos:-0.34919
Word:2,430 cos:-0.37372
Word:full-band cos:-0.18546
Word:pasdeloup cos:-0.16806
Word:wtoc cos:-0.35318
Word:26,900 cos:-0.42562
Word:karlov cos:-0.51116
Word:mohlglobe.com cos:-0.14601
Word:bunches cos:-0.15130
Word:wildflower cos:-0.09843
Word:56th cos:0.06930
Word:nettl cos:-0.22113
Word:147.7 cos:-0.37635
Word:assassinations cos:0.12301
Word:patuakhali cos:-0.13976
Word:mergers cos:0.00472
Word:cows cos:0.11497
Word:eestor cos:-0.40701
Word:solidaria cos:-0.46595
Word:misirkov cos:-0.28087
Word:holiday-makers cos:-0.33757
Word:169.4 cos:-0.29693
Word:bernd cos:-0.07357
Word:fervid cos:-0.21770
Word:repossessions cos:-0.15839
Word:zajal cos:-0.40669
Word:141.3 cos:-0.32721
Word:1/24 cos:-0.39787
Word:bakhram cos:-0.04398
Word:russert cos:0.10229
Word:giya cos:-0.31354
Word:tedy cos:0.21160
Word:uechi cos:-0.37335
Word:shagging cos:-0.00023
Word:safavid cos:0.40489
Word:43rd cos:0.11847
Word:x-43 cos:-0.55395
Word:leveller cos:0.04691
Word:crowdsourced cos:-0.49385
Word:3801 cos:-0.12071
Word:chernow cos:-0.34628
Word:lignocellulosic cos:-0.33425
Word:single-ship cos:-0.31682
Word:giorgetto cos:-0.19144
Word:191st cos:-0.36590
Word:2,229 cos:-0.30177
Word:254.4 cos:-0.32429
Word:nicobar cos:0.14804
Word:187,000 cos:-0.28937
Word:himuro cos:-0.33224
Word:sizing cos:-0.35620
Word:unreported cos:-0.08970
Word:kumbirai cos:-0.11521
Word:complicite cos:-0.20497
Word:umayyad cos:0.35498
Word:coalminers cos:-0.19392
Word:roadchef cos:-0.22187
Word:paumanok cos:-0.42808
Word:torga cos:0.00319
Word:350.9 cos:-0.29556
Word:perrin cos:-0.01482
Word:ztv cos:-0.37932
Word:ivanishvili cos:-0.10213
Word:visionaries cos:-0.08744
Word:gossec cos:-0.34180
Word:123.69 cos:-0.33433
Word:unfruitful cos:-0.36563
Word:1.145 cos:-0.41312
Word:reinstadler cos:-0.24917
Word:50,000-euro cos:-0.32199
Word:daren cos:0.14280
Word:uploaders cos:-0.36883
Word:sassanid cos:0.45598
Word:sell cos:0.36545
Word:1.2055 cos:-0.20135
Word:médias cos:-0.46882
Word:adolphus cos:0.36764
Word:delanoë cos:-0.07167
Word:dylanesque cos:-0.29494
Word:7,400-strong cos:-0.51052
Word:r50 cos:-0.36334
Word:restaurantes cos:-0.36421
Word:nagib cos:-0.25148
Word:5aa cos:-0.27206
Word:lysippos cos:-0.03726
Word:molho cos:-0.26217
Word:99-cent cos:0.02149
Word:decimals cos:-0.18584
Word:1.046 cos:-0.33748
Word:rendova cos:-0.12246
Word:kaikeyi cos:0.04355
Word:su-27s cos:-0.24116
Word:10-run cos:0.22492
Word:sleevenotes cos:-0.23775
Word:voladores cos:-0.44258
Word:51,400 cos:-0.46936
Word:aquisition cos:-0.33887
Word:d'israeli cos:-0.15424
Word:39.50 cos:-0.22592
Word:prequalified cos:-0.28550
Word:unanimity cos:-0.10647
Word:bosses cos:0.17235
Word:optioning cos:-0.28502
Word:post-wwii cos:-0.23006
Word:1970s-era cos:-0.42600
Word:geissinger cos:-0.27008
Word:qnix cos:0.07033
Word:20,100 cos:-0.43375
Word:josef cos:0.23970
Word:trooops cos:-0.53899
Word:overmantel cos:-0.37596
Word:singh cos:0.40595
Word:airbridge cos:-0.46899
Word:oxyacetylene cos:-0.36764
Word:3,657 cos:-0.37570
Word:souq cos:-0.20804
Word:30,000-dollar cos:-0.37073
Word:1.415 cos:-0.35501
Word:resection cos:-0.21403
Word:duba cos:-0.00985
Word:135.9 cos:-0.29491
Word:charents cos:-0.29040
Word:kullen cos:0.39861
Word:862,000 cos:-0.24499
Word:valesky cos:-0.34123
Word:vandalizes cos:-0.28770
Word:nicéphore cos:-0.25113
Word:divinatory cos:-0.19937
Word:anti-hitler cos:-0.29787
Word:shpigun cos:-0.03491
Word:salal cos:0.02789
Word:ceyhun cos:-0.23301
Word:chevening cos:-0.08604
Word:jato cos:-0.25757
Word:distressed cos:-0.02812
Word:79.0 cos:-0.18801
Word:gutian cos:0.08551
Word:balbín cos:-0.36337
Word:uotila cos:-0.20101
Word:metzer cos:-0.33693
Word:deceptive cos:-0.16760
Word:penne cos:-0.08428
Word:liquidating cos:-0.19542
Word:31,200 cos:-0.34369
Word:nahuas cos:-0.39012
Word:lauryl cos:-0.13069
Word:euro420 cos:-0.24579
Word:2,290 cos:-0.32482
Word:pathless cos:-0.48269
Word:1.4633 cos:-0.16229
Word:3,065 cos:-0.54703
Word:200-an cos:-0.18626
Word:flipbook cos:-0.48900
Word:3,364 cos:-0.47758
Word:9.0-magnitude cos:-0.24241
Word:1.058 cos:-0.33684
Word:eight-month cos:-0.11172
Word:1.2305 cos:-0.17806
Word:euro379 cos:-0.24040
Word:holberg cos:-0.06918
Word:churchwide cos:-0.28622
Word:propios cos:-0.43119
Word:211.6 cos:-0.32710
Word:rs1 cos:-0.22596
Word:spiking cos:-0.18134
Word:maximalists cos:-0.46192
Word:second-tier cos:-0.17073
Word:kapner cos:-0.28371
Word:pazzo cos:-0.18601
Word:.64 cos:-0.14337
Word:nozomu cos:-0.36995
Word:folketing cos:-0.06221
Word:3,373 cos:-0.49995
Word:utrio cos:-0.40384
Word:telefonica cos:0.01271
Word:asenjo cos:-0.24213
Word:parthian cos:0.38292
Word:leitmotifs cos:-0.06003
Word:sokaiya cos:-0.08041
Word:engaged cos:0.27915
Word:gumperz cos:-0.21868
Word:glider-borne cos:-0.29444
Word:823,000 cos:-0.37533
Word:near-misses cos:-0.36942
Word:consitutional cos:-0.00027
Word:cocktails cos:-0.00331
Word:deptula cos:-0.40945
Word:interrupted cos:0.32701
Word:stepleman cos:-0.02217
Word:ad-lib cos:-0.19670
Word:2,759 cos:-0.49530
Word:mceachran cos:-0.46964
Word:raqib cos:-0.17619
Word:non-russians cos:-0.55071
Word:augeri cos:-0.35594
Word:talgat cos:-0.04616
Word:fest cos:0.04713
Word:cementitious cos:-0.44232
Word:tosco cos:-0.01231
Word:seti@home cos:-0.35980
Word:pre-colonial cos:0.12018
Word:mumme cos:0.05059
Word:oyler cos:-0.16081
Word:elazar cos:-0.26639
Word:fightstar cos:-0.32475
Word:evasive cos:-0.06158
Word:ermakova cos:-0.18329
Word:cochran cos:0.16926
Word:meliks cos:-0.35852
Word:prearrangement cos:-0.40961
Word:peaceable cos:0.16027
Word:136,000 cos:-0.29024
Word:compensated cos:-0.00285
Word:m-8 cos:-0.53276
Word:79.74 cos:-0.33373
Word:tourists cos:0.28143
Word:btrieve cos:-0.52737
Word:bledar cos:-0.25939
Word:65m cos:-0.29332
Word:salwan cos:-0.36030
Word:retik cos:-0.36320
Word:sugimori cos:-0.13107
Word:depredation cos:-0.16722
Word:zeb cos:0.04336
Word:gurdwaras cos:0.03902
Word:rudeina cos:-0.10591
Word:pelluer cos:-0.37631
Word:schaffter cos:-0.19741
Word:guðmundsdóttir cos:-0.34054
Word:susantika cos:-0.17484
Word:co-financed cos:-0.36620
Word:prinosil cos:-0.19303
Word:overpriced cos:-0.11880
Word:runciman cos:-0.03820
Word:stridsvagn cos:-0.45447
Word:yogurts cos:-0.34280
Word:systematised cos:-0.45455
Word:max cos:0.26748
Word:openstreetmap cos:-0.46254
Word:611th cos:-0.33307
Word:tabacalera cos:-0.14764
Word:eriksson cos:0.27650
Word:factory-built cos:-0.36991
Word:elzer cos:-0.39281
Word:liczbinski cos:0.10729
Word:hangul cos:0.15278
Word:abbāsābād-e cos:0.07249
Word:0.059 cos:-0.33508
Word:mamaloni cos:0.14212
Word:canclini cos:-0.24125
Word:11.25 cos:-0.19469
Word:lightship cos:-0.16178
Word:31-day cos:-0.17124
Word:heuliez cos:-0.42290
Word:kish cos:0.10818
Word:3,721 cos:-0.37839
Word:kangai cos:-0.18295
Word:mega cos:0.17280
Word:1.2555 cos:-0.21977
Word:tripti cos:-0.16281
Word:r101 cos:-0.26239
Word:ninevah cos:0.02410
Word:illumined cos:-0.28899
Word:itep cos:-0.61405
Word:discard cos:0.05185
Word:non-aboriginal cos:-0.20950
Word:ledee cos:-0.00205
Word:ghurabaa cos:-0.26590
Word:usn cos:0.11769
Word:kleanthis cos:-0.37392
Word:bikila cos:0.01706
Word:nine-part cos:-0.36571
Word:lileks cos:0.07587
Word:farshid cos:-0.42621
Word:equiano cos:-0.19944
Word:110-kilometer cos:-0.29305
Word:47th cos:0.06251
Word:reapportionment cos:-0.06232
Word:tzus cos:-0.38525
Word:24,700 cos:-0.21770
Word:participating cos:0.13620
Word:heatshield cos:-0.34707
Word:higher-powered cos:-0.29505
Word:168.9 cos:-0.27918
Word:defries cos:-0.27463
Word:wolf-ferrari cos:-0.31287
Word:akhtar cos:0.24192
Word:yukos cos:0.13716
Word:16-year cos:0.20851
Word:misty cos:0.08112
Word:250.7 cos:-0.29700
Word:smoger cos:-0.16413
Word:certification cos:-0.02674
Word:nispel cos:0.02581
Word:skywriter cos:-0.40700
Word:ospital cos:-0.29458
Word:inscribing cos:-0.22017
Word:animal cos:0.21192
Word:pop-music cos:-0.38827
Word:heavyhanded cos:-0.36652
Word:xi cos:0.50715
Word:3,853 cos:-0.51941
Word:single-purpose cos:-0.17785
Word:kypros cos:-0.13373
Word:nf-board cos:-0.30332
Word:braddock cos:0.16401
Word:well-established cos:-0.16316
Word:post-soviet cos:-0.05946
Word:194.3 cos:-0.31914
Word:photomontage cos:-0.30748
Word:1.007 cos:-0.38693
Word:139.3 cos:-0.15909
Word:4,765 cos:-0.43054
Word:nevs cos:-0.46718
Word:kozluk cos:-0.01857
Word:armavia cos:-0.09967
Word:nitv cos:-0.48739
Word:bixente cos:-0.06994
Word:libero cos:-0.13183
Word:potato cos:0.20978
Word:eyschen cos:-0.17517
Word:vishnuvardhana cos:0.36381
Word:documentary-style cos:-0.41573
Word:watchmaking cos:-0.21841
Word:multiples cos:-0.00417
Word:subpixel cos:-0.31048
Word:root cos:0.28418
Word:hồng cos:-0.06982
Word:mexicana cos:-0.07707
Word:aditjondro cos:-0.33034
Word:guenter cos:-0.16736
Word:224,000 cos:-0.38674
Word:b&c cos:-0.27270
Word:453,000 cos:-0.33733
Word:34.50 cos:-0.25331
Word:express cos:0.40298
Word:787,000 cos:-0.53505
Word:mizan cos:0.17559
Word:aiyana cos:-0.03585
Word:windrow cos:-0.37794
Word:descendance cos:-0.11919
Word:121.1 cos:-0.26257
Word:actos cos:-0.26591
Word:coca cos:0.12410
Word:typescript cos:-0.24701
Word:garea cos:-0.24047
Word:kerogen cos:0.03779
Word:nareerat cos:-0.20058
Word:juicy cos:-0.01080
Word:agreed-upon cos:-0.23101
Word:glucophage cos:0.02191
Word:giay cos:-0.43546
Word:town-planning cos:-0.51930
Word:kezerashvili cos:-0.24523
Word:witching cos:-0.07188
Word:uprisings cos:0.21419
Word:franchising cos:-0.18893
Word:unrestricted cos:-0.02028
Word:calotype cos:-0.24317
Word:karydakis cos:-0.12228
Word:alfalfa cos:-0.08415
Word:119.0 cos:-0.27064
Word:zahniser cos:-0.32110
Word:1.2560 cos:-0.21793
Word:byelaws cos:-0.23478
Word:igy cos:-0.28276
Word:5,435 cos:-0.49065
Word:370.4 cos:-0.43600
Word:suicidegirls cos:-0.41695
Word:m46 cos:-0.33954
Word:a1200 cos:-0.26963
Word:wildly cos:0.03620
Word:tammerk cos:-0.36272
Word:smaller-scale cos:-0.32296
Word:docsis cos:-0.35501
Word:empire-building cos:-0.44704
Word:karvelas cos:-0.25679
Word:tufton cos:0.08507
Word:196.6 cos:-0.30291
Word:pettengill cos:-0.34320
Word:ilaiyaraja cos:-0.24590
Word:cuvillier cos:-0.14101
Word:noncore cos:-0.21218
Word:170.1 cos:-0.40987
Word:nucleotides cos:-0.09949
Word:bracke cos:-0.18624
Word:sidek cos:0.01874
Word:mini-comics cos:-0.40778
Word:oddson cos:-0.11299
Word:protections cos:0.01759
Word:computerisation cos:-0.27779
Word:france-based cos:-0.48283
Word:hartack cos:-0.16491
Word:hirsig cos:-0.28467
Word:fw-190 cos:-0.49107
Word:re-election cos:0.16851
Word:pricewaterhousecooper cos:-0.56140
Word:knight cos:0.60920
Word:vileišis cos:-0.26340
Word:42.0 cos:-0.25080
Word:202,500 cos:-0.49360
Word:trial-and-error cos:-0.37054
Word:eckersall cos:-0.33289
Word:marcia cos:0.05283
Word:dance-floor cos:-0.44690
Word:pubs cos:0.12874
Word:44-year cos:0.10038
Word:spectroscope cos:-0.38984
Word:bundesrat cos:-0.01534
Word:superscalar cos:-0.13533
Word:glaum cos:-0.27675
Word:risky cos:0.01337
Word:schweihs cos:-0.39517
Word:aztecas cos:-0.39944
Word:over-capacity cos:-0.48718
Word:linnaeus cos:0.19777
Word:oasen cos:-0.34851
Word:kennedy cos:0.52244
Word:726,000 cos:-0.45071
Word:365-3500 cos:-0.22920
Word:167.6 cos:-0.38779
Word:divorce cos:0.39846
Word:3,058 cos:-0.44908
Word:laborers cos:0.09469
Word:hermoza cos:-0.07729
Word:i-180 cos:-0.32509
Word:miskito cos:0.07449
Word:levanti cos:-0.26843
Word:186.8 cos:-0.34511
Word:257.6 cos:-0.26178
Word:saccharomyces cos:0.01488
Word:nonlocal cos:-0.47144
Word:kudirka cos:-0.38389
Word:hande cos:-0.17007
Word:doyt cos:-0.04815
Word:familymart cos:-0.06545
Word:nintendo cos:0.24427
Word:tenison cos:-0.10402
Word:ayutthaya cos:0.39544
Word:mig-29 cos:0.04059
Word:2480 cos:-0.37596
Word:subcommittees cos:-0.15782
Word:harrison cos:0.49283
Word:vpro cos:-0.30732
Word:1.1740 cos:-0.19544
Word:mpaulsonglobe.com cos:-0.21092
Word:forty-fourth cos:-0.19466
Word:17.50 cos:-0.15073
Word:quetzales cos:-0.27663
Word:molnár cos:-0.20497
Word:undervalued cos:-0.02880
Word:votan cos:-0.44414
Word:kedo cos:-0.04194
Word:1.2650 cos:-0.19961
Word:aronson cos:-0.11961
Word:free-radical cos:-0.44015
Word:trades cos:0.02810
Word:dewolff cos:-0.12497
Word:makkah cos:0.11756
Word:machine-gunners cos:-0.40469
Word:137,500 cos:-0.30042
Word:macrobiotic cos:-0.06756
Word:245.9 cos:-0.38833
Word:sammakia cos:-0.20769
Word:gidada cos:0.00754
Word:165.3 cos:-0.37593
Word:behind-the-scene cos:-0.41962
Word:superimposing cos:-0.32519
Word:scherman cos:-0.25652
Word:non-hierarchical cos:-0.54761
Word:selwyn cos:0.07954
Word:air-raids cos:-0.20285
Word:1.166 cos:-0.34070
Word:vieilles cos:-0.34393
Word:delain cos:-0.27100
Word:arnall cos:0.01642
Word:508-point cos:-0.21358
Word:premack cos:-0.23710
Word:lamplight cos:-0.35098
Word:alley-oop cos:-0.31221
Word:189.4 cos:-0.34824
Word:4,453 cos:-0.43181
Word:votto cos:0.06954
Word:goldovsky cos:-0.04281
Word:213.7 cos:-0.16816
Word:cjnt cos:-0.44546
Word:cockrell cos:-0.06548
Word:plečnik cos:-0.33386
Word:high-caliber cos:-0.55246
Word:49.40 cos:-0.04015
Word:bradburn cos:-0.33016
Word:1.785 cos:-0.45091
Word:inexact cos:-0.40771
Word:theming cos:-0.23967
Word:workprint cos:-0.25972
Word:sixty-third cos:-0.12190
Word:plusieurs cos:-0.30583
Word:hable cos:-0.29858
Word:carillion cos:-0.27486
Word:fétis cos:-0.24569
Word:graving cos:0.07123
Word:wiz cos:0.00794
Word:690,000 cos:-0.29520
Word:ricci cos:0.00948
Word:46th cos:0.03690
Word:azaan cos:0.00608
Word:euro555 cos:-0.30814
Word:168.3 cos:-0.29382
Word:buttermilk cos:-0.07591
Word:nejla cos:-0.16152
Word:breakups cos:-0.03425
Word:gaouaoui cos:-0.25423
Word:pučnik cos:-0.32717
Word:redemption cos:0.25509
Word:compendious cos:-0.24022
Word:fischer-tropsch cos:-0.34878
Word:marshaled cos:-0.19727
Word:defict cos:-0.47211
Word:2,947 cos:-0.42328
Word:seafaring cos:0.11819
Word:298.7 cos:-0.33063
Word:bernardis cos:-0.34467
Word:biographers cos:0.20303
Word:catastrophism cos:-0.43188
Word:anti-us cos:-0.44907
Word:kazuyo cos:-0.44672
Word:themistocleous cos:-0.43720
Word:combusting cos:-0.20232
Word:3bn cos:-0.36822
Word:1.2691 cos:-0.08476
Word:arpents cos:-0.42163
Word:64,800 cos:-0.32302
Word:735,000 cos:-0.37844
Word:bt4 cos:-0.30015
Word:needing cos:0.09063
Word:427,000 cos:-0.31002
Word:aḩmadābād-e cos:0.16020
Word:40.50 cos:-0.16345
Word:cepsa cos:-0.23518
Word:multi-phase cos:-0.49049
Word:755,000 cos:-0.36273
Word:bonacci cos:-0.47604
Word:mazzone cos:0.08295
Word:retyping cos:-0.26797
Word:anti-censorship cos:-0.47593
Word:outerspace cos:-0.40747
Word:augustus cos:0.60168
Word:skyrock cos:-0.41839
Word:1.465 cos:-0.42813
Word:214.4 cos:-0.27185
Word:āq cos:0.02079
Word:pre-mixed cos:-0.41274
Word:58,800 cos:-0.37100
Word:andriyanto cos:-0.38629
Word:hanshaw cos:-0.35033
Word:folk-inspired cos:-0.34063
Word:relined cos:-0.42347
Word:argentina cos:0.19842
Word:āghāj cos:-0.05450
Word:156.9 cos:-0.27714
Word:781,000 cos:-0.24582
Word:bungs cos:-0.15144
Word:selling cos:0.30907
Word:36.98 cos:-0.32640
Word:mid-1984 cos:-0.41879
Word:22,800 cos:-0.34762
Word:tuyen cos:-0.00788
Word:coryton cos:0.00303
Word:enact cos:0.15349
Word:1392 cos:0.21806
Word:scarnato cos:-0.26399
Word:leasing cos:-0.00493
Word:soundstream cos:-0.26418
Word:extra-musical cos:-0.37000
Word:63-day cos:-0.09941
Word:caedmon cos:0.02611
Word:1.2680 cos:-0.23450
Word:3,418 cos:-0.54248
Word:38-year cos:0.20381
Word:devon cos:0.39225
Word:kumārajīva cos:-0.17509
Word:imagic cos:-0.24203
Word:non-historical cos:-0.38888
Word:montvale cos:-0.35732
Word:ramanath cos:-0.25571
Word:volleyers cos:-0.13885
Word:152.9 cos:-0.37934
Word:zairol cos:-0.16493
Word:erbol cos:-0.28577
Word:theodoridou cos:-0.18384
Word:830,000 cos:-0.20258
Word:2,507 cos:-0.55002
Word:liefeld cos:-0.14091
Word:nationalisations cos:-0.44369
Word:1.206 cos:-0.35921
Word:jourand cos:-0.39302
Word:67,800 cos:-0.36945
Word:152.6 cos:-0.43326
Word:illuminati cos:0.05362
Word:anusak cos:-0.19177
Word:64,200 cos:-0.43944
Word:dehumanised cos:-0.29477
Word:haselden cos:-0.25412
Word:2,906 cos:-0.38350
Word:costis cos:-0.07068
Word:bordiga cos:-0.15709
Word:debtor cos:0.10110
Word:162.2 cos:-0.24134
Word:wrr cos:-0.41888
Word:3,312 cos:-0.45855
Word:reservas cos:-0.30707
Word:seacology cos:-0.41349
Word:bolāgh cos:0.04650
Word:139.4 cos:-0.33429
Word:dawidowicz cos:-0.15423
Word:263,000 cos:-0.36640
Word:154.1 cos:-0.32246
Word:discounts cos:0.03271
Word:benson cos:0.33394
Word:neis cos:-0.32113
Word:iln cos:-0.36780
Word:275,000 cos:-0.13470
Word:non-hybrid cos:-0.37824
Word:jabari cos:-0.13922
Word:3,039 cos:-0.49592
Word:françois-joseph cos:-0.27915
Word:schneiter cos:-0.35188
Word:1.132 cos:-0.34005
Word:kangxi cos:0.20865
Word:defaulted cos:0.00612
Word:oneiric cos:-0.49598
Word:erguven cos:-0.37385
Word:61,200 cos:-0.41031
Word:evas cos:-0.36118
Word:half-scale cos:-0.36548
Word:taika cos:-0.29670
Word:bunds cos:-0.28537
Word:1.1925 cos:-0.15002
Word:reignition cos:-0.29132
Word:cranie cos:-0.29861
Word:compensating cos:-0.16091
Word:stuttgart cos:-0.00015
Word:suppressions cos:-0.41546
Word:extracted cos:0.07868
Word:ortner cos:-0.31980
Word:cribbins cos:0.03069
Word:graveline cos:-0.32595
Word:documentations cos:-0.40322
Word:mestach cos:-0.17437
Word:1.4467 cos:-0.22310
Word:goran cos:0.16366
Word:paman cos:-0.08348
Word:algardi cos:-0.13957
Word:bidoons cos:-0.03223
Word:gambler cos:0.17022
