Word:deni cos:-0.46001
Word:sundblom cos:-0.34448
Word:myall cos:-0.19857
Word:boren cos:-0.18918
Word:leonid cos:-0.27373
Word:debswana cos:-0.18121
Word:zonday cos:-0.12233
Word:leibler cos:-0.17419
Word:bhilai cos:-0.19912
Word:pushtuns cos:-0.13827
Word:yoneda cos:-0.36413
Word:collegues cos:-0.14284
Word:dhrupad cos:-0.07404
Word:sunndi cos:-0.40182
Word:fijis cos:-0.45758
Word:yamaska cos:-0.10165
Word:vélez cos:-0.22208
Word:27-hole cos:-0.04549
Word:corseted cos:-0.07973
Word:shallow-water cos:-0.18883
Word:countship cos:-0.20369
Word:+3 cos:-0.22683
Word:decedents cos:-0.24061
Word:titmouse cos:-0.14134
Word:stillbirths cos:-0.10887
Word:chigi cos:-0.24991
Word:93.86 cos:-0.32755
Word:balilla cos:-0.12435
Word:macropods cos:-0.29737
Word:naoussa cos:-0.37455
Word:basnan cos:-0.10715
Word:lamptey cos:-0.26311
Word:adhikari cos:-0.02209
Word:overcharging cos:-0.00843
Word:langon cos:-0.27066
Word:gallmann cos:-0.09052
Word:melungeons cos:-0.19774
Word:casstel cos:-0.50831
Word:orco cos:-0.18450
Word:pálffy cos:-0.34780
Word:overprescribed cos:-0.07766
Word:heartthrobs cos:-0.07252
Word:czuleger cos:-0.20196
Word:pfrang cos:-0.17487
Word:beleived cos:-0.20381
Word:concurrency cos:-0.09296
Word:theorising cos:-0.31529
Word:souvignet cos:-0.12336
Word:rockface cos:-0.19469
Word:ranton cos:-0.30168
Word:caudwell cos:-0.06462
Word:whitebark cos:-0.08162
Word:círdan cos:-0.25736
Word:175-million cos:-0.28324
Word:obloquy cos:-0.33927
Word:fouad cos:-0.31371
Word:4-valve cos:-0.02068
Word:nemeses cos:-0.22414
Word:farj cos:-0.26519
Word:kohanim cos:-0.10861
Word:gumel cos:-0.26314
Word:nisga'a cos:-0.20021
Word:usurpations cos:-0.35405
Word:89-run cos:-0.14252
Word:velsen cos:-0.23179
Word:10-billion cos:-0.06780
Word:assal cos:-0.04137
Word:dragutinovic cos:-0.20551
Word:transaminases cos:-0.28139
Word:methanococcus cos:-0.21142
Word:kender cos:-0.14876
Word:yotaro cos:-0.22081
Word:gilsland cos:-0.30179
Word:banganapalle cos:-0.47829
Word:doughton cos:-0.36023
Word:a1c cos:-0.08467
Word:iglauer cos:-0.11526
Word:immediacy cos:-0.12347
Word:kuchma cos:-0.27032
Word:kizilbash cos:-0.36804
Word:impassable cos:-0.08218
Word:clairvoyants cos:-0.10682
Word:ayanami cos:-0.10222
Word:deemphasize cos:-0.27861
Word:droo cos:-0.01663
Word:balon cos:-0.18098
Word:wisłoka cos:-0.24982
Word:haematite cos:-0.18751
Word:loblolly cos:-0.06676
Word:damborenea cos:-0.16060
Word:tongland cos:-0.48120
Word:kett cos:-0.25917
Word:murkiness cos:-0.17783
Word:abdiwali cos:-0.39182
Word:nishimatsu cos:-0.23555
Word:frizette cos:-0.10770
Word:5.3-liter cos:-0.02352
Word:homonyms cos:-0.10630
Word:chima cos:-0.24294
Word:secretin cos:-0.14199
Word:afros cos:-0.08222
Word:region-specific cos:-0.40694
Word:subh cos:-0.17754
Word:birthdates cos:-0.29938
Word:zernike cos:-0.20851
Word:brownsville cos:-0.09654
Word:midpriced cos:-0.09653
Word:nishiki cos:-0.20324
Word:quinolinic cos:-0.19443
Word:einarsson cos:-0.17468
Word:cloyd cos:-0.11209
Word:adimmune cos:-0.14034
Word:koslow cos:-0.15035
Word:cyberonics cos:-0.09405
Word:conventionalized cos:-0.19707
Word:pagarusa cos:-0.09109
Word:televotes cos:-0.22114
Word:dot.coms cos:-0.23685
Word:u.s.-japan cos:-0.17950
Word:pki cos:-0.22479
Word:bichot cos:-0.18296
Word:20,000-plus cos:-0.11222
Word:dongs cos:-0.14999
Word:rhee cos:-0.14834
Word:kohring cos:-0.40044
Word:dobunni cos:-0.20259
Word:gymnothorax cos:-0.01822
Word:ibusa cos:-0.23373
Word:432nd cos:-0.16586
Word:aew cos:-0.24462
Word:alevis cos:-0.11689
Word:daf cos:-0.08001
Word:15-million cos:-0.09550
Word:fullone cos:-0.34162
Word:chlor cos:-0.25854
Word:salda cos:-0.32727
Word:indispensability cos:-0.30159
Word:letourneau cos:-0.21530
Word:concessional cos:-0.04908
Word:reparata cos:-0.15862
Word:minurcat cos:-0.21228
Word:brandenburg-kulmbach cos:-0.32900
Word:super-heavyweight cos:-0.17344
Word:rutile cos:-0.22242
Word:arquilla cos:-0.14716
Word:humaidhi cos:-0.37500
Word:semantical cos:-0.20242
Word:pernia cos:-0.26123
Word:epigraphical cos:-0.22544
Word:piner cos:-0.02891
Word:reuven cos:-0.26389
Word:cuprous cos:-0.14494
Word:safilo cos:-0.18731
Word:17-inning cos:-0.19777
Word:acrylonitrile cos:-0.09749
Word:mcentee cos:-0.35262
Word:abdolmalek cos:-0.25502
Word:iritani cos:-0.12003
Word:eppes cos:-0.08467
Word:tetraethylammonium cos:-0.33983
Word:lazarescu cos:-0.12784
Word:coumarins cos:-0.44544
Word:provice cos:-0.26787
Word:out-buildings cos:-0.37367
Word:livejournal cos:-0.03738
Word:abberton cos:-0.13727
Word:608 cos:-0.28774
Word:stagecraft cos:-0.20049
Word:disincentive cos:-0.05282
Word:enggang cos:-0.20341
Word:woodfall cos:-0.23787
Word:zuri cos:-0.18920
Word:tameness cos:-0.22900
Word:montt cos:-0.27645
Word:igbos cos:-0.21324
Word:goldwork cos:-0.34232
Word:amole cos:-0.16914
Word:untaet cos:-0.35861
Word:kostov cos:-0.24522
Word:lickey cos:-0.24970
Word:slaveowners cos:-0.16095
Word:1.3-megapixel cos:-0.17246
Word:42,813 cos:-0.04061
Word:đỗ cos:-0.12729
Word:farmstand cos:-0.06332
Word:beyle cos:-0.24602
Word:inokuchi cos:-0.31175
Word:sapera cos:-0.20939
Word:tarschys cos:-0.29382
Word:mockers cos:-0.09090
Word:tuvaluans cos:-0.19006
Word:anthonioz cos:-0.28898
Word:mlecchas cos:-0.27996
Word:brakey cos:-0.25431
Word:stodginess cos:-0.30853
Word:tzuo cos:-0.18748
Word:veined cos:-0.05208
Word:crays cos:-0.06342
Word:aldford cos:-0.25854
Word:kristie cos:-0.15718
Word:hilkiah cos:-0.15573
Word:espadas cos:-0.30763
Word:http://www.opel.com cos:-0.41511
Word:countersued cos:-0.22823
Word:saanen cos:-0.04094
Word:sumie cos:-0.21999
Word:raciness cos:-0.30829
Word:krakatau cos:-0.01003
Word:banns cos:-0.10403
Word:sasun cos:-0.23907
Word:veepstakes cos:-0.25787
Word:exo-m cos:-0.23658
Word:raraku cos:-0.31243
Word:kakei cos:-0.28647
Word:kukup cos:-0.06959
Word:cano cos:-0.18932
Word:stardate cos:-0.00717
Word:rambunctiousness cos:-0.18997
Word:olim cos:-0.15596
Word:forfour cos:-0.00701
Word:holliday cos:-0.02079
Word:booktrust cos:-0.03326
Word:x100 cos:-0.33705
Word:pillages cos:-0.33802
Word:xeric cos:-0.10421
Word:sufia cos:-0.25649
Word:balestri cos:-0.39557
Word:handsomeness cos:-0.17000
Word:solara cos:-0.20325
Word:baoku cos:-0.33697
Word:piri cos:-0.10778
Word:unbanning cos:-0.26994
Word:qingquan cos:-0.06498
Word:lemmer cos:-0.30948
Word:quixtar cos:-0.29770
Word:treika cos:-0.23362
Word:120-foot cos:-0.04915
Word:reopens cos:-0.11664
Word:kos-mos cos:-0.04112
Word:colwood cos:-0.35358
Word:harin cos:-0.18689
Word:200,000-plus cos:-0.31875
Word:millstone cos:-0.09083
Word:alders cos:-0.08446
Word:faillace cos:-0.23865
Word:parthenogenetic cos:-0.07229
Word:mcfate cos:-0.17378
Word:uliana cos:-0.33280
Word:untidiness cos:-0.33975
Word:lacritin cos:-0.21272
Word:biaxin cos:-0.25940
Word:yobs cos:-0.01396
Word:daetoo cos:-0.08312
Word:klondyke cos:-0.17584
Word:gask cos:-0.19605
Word:karsavina cos:-0.31623
Word:936 cos:-0.28626
Word:pan-turkism cos:-0.35426
Word:monroes cos:-0.18804
Word:mayanist cos:-0.24561
Word:re4 cos:-0.25791
Word:tasmin cos:-0.11860
Word:meat-eating cos:-0.01740
Word:viread cos:-0.15219
Word:urrego cos:-0.32425
Word:female-female cos:-0.22032
Word:sheikha cos:-0.19930
Word:lalla cos:-0.06780
Word:30-yr cos:-0.09544
Word:littletons cos:-0.40477
Word:untruthfulness cos:-0.25905
Word:anti-foreign cos:-0.27742
Word:unfairness cos:-0.10542
Word:peigan cos:-0.10242
Word:padini cos:-0.21231
Word:speights cos:-0.44274
Word:cubillas cos:-0.27830
Word:200-word cos:-0.10425
Word:crowd-funding cos:-0.06586
Word:water-lily cos:-0.06000
Word:hậu cos:-0.24640
Word:oreilles cos:-0.11017
Word:1.1875 cos:-0.28762
Word:mascis cos:-0.02172
Word:megacorporations cos:-0.31758
Word:habr cos:-0.16292
Word:matabeleland cos:-0.13748
Word:ex-pupils cos:-0.18520
Word:sahure cos:-0.16646
Word:telecasters cos:-0.19468
Word:lindwall cos:-0.03927
Word:bakio cos:-0.15907
Word:tsair cos:-0.12353
Word:moplah cos:-0.13719
Word:muhummed cos:-0.30207
Word:saukrates cos:-0.25149
Word:250-horsepower cos:-0.15557
Word:ghaben cos:-0.26049
Word:lushest cos:-0.22587
Word:liquide cos:-0.10510
Word:icv2 cos:-0.17673
Word:uakari cos:-0.05347
Word:credentialed cos:-0.04848
Word:santro cos:-0.16110
Word:antivirals cos:-0.02178
Word:skb cos:-0.30260
Word:autonet cos:-0.10004
Word:u.s.-israel cos:-0.13515
Word:flatirons cos:-0.33185
Word:varves cos:-0.08472
Word:7-million cos:-0.05719
Word:jaso cos:-0.08675
Word:ciganlija cos:-0.12674
Word:10-a cos:-0.06301
Word:medlar cos:-0.11936
Word:2,332 cos:-0.39841
Word:eskenazi cos:-0.33223
Word:galli-curci cos:-0.41808
Word:buderim cos:-0.16085
Word:lomeli cos:-0.37039
Word:7e7s cos:-0.37171
Word:p500 cos:-0.01744
Word:inmobiliaria cos:-0.35966
Word:pisan cos:-0.27783
Word:mozo cos:-0.29236
Word:dyuh cos:-0.00468
Word:l&h cos:-0.09578
Word:64.78 cos:-0.36910
Word:fariz cos:-0.24758
Word:haiyang cos:-0.02939
Word:élémentaire cos:-0.26526
Word:nedbal cos:-0.19095
Word:brg cos:-0.42527
Word:exosome cos:-0.40205
Word:cce cos:-0.14555
Word:shinjin cos:-0.19830
Word:s.g. cos:-0.12258
Word:u.k.-based cos:-0.00442
Word:lcas cos:-0.22522
Word:fmln cos:-0.13446
Word:mammuthus cos:-0.09712
Word:mansingh cos:-0.17243
Word:abdella cos:-0.23626
Word:sofu cos:-0.53029
Word:3,524 cos:-0.24147
Word:riney cos:-0.06657
Word:ebby cos:-0.19301
Word:2,836 cos:-0.29927
Word:joust cos:-0.05338
Word:levity cos:-0.00344
Word:erwin cos:-0.02647
Word:dressel cos:-0.24100
Word:40-gigabyte cos:-0.08055
Word:kassler cos:-0.16897
Word:kara.medalis cos:-0.24036
Word:swithun cos:-0.35048
Word:linguere cos:-0.30594
Word:trinci cos:-0.27267
Word:shajahan cos:-0.38770
Word:kingsgate cos:-0.17319
Word:cak cos:-0.17794
Word:f/x cos:-0.12213
Word:ibom cos:-0.18755
Word:bachardy cos:-0.33111
Word:luxford cos:-0.24128
Word:boingboing cos:-0.19211
Word:non-proprietary cos:-0.13635
Word:69.83 cos:-0.27068
Word:akizuki cos:-0.18169
Word:gunslingers cos:-0.11513
Word:zhurong cos:-0.22290
Word:bulbuls cos:-0.11285
Word:perenchio cos:-0.16261
Word:mírzá cos:-0.07334
Word:13b cos:-0.05833
Word:699,000 cos:-0.29095
Word:tryphon cos:-0.33100
Word:nymburk cos:-0.30852
Word:netani cos:-0.38373
Word:sclerophyllous cos:-0.11933
Word:tlali cos:-0.22337
Word:peppermill cos:-0.10615
Word:liuna cos:-0.35024
Word:algaze cos:-0.39607
Word:lancel cos:-0.18323
Word:49.73 cos:-0.28354
Word:roederer cos:-0.29079
Word:jaxson cos:-0.21688
Word:honeydripper cos:-0.11831
Word:14-30 cos:-0.45186
Word:ciaculli cos:-0.15900
Word:ursua cos:-0.21531
Word:ulcerative cos:-0.06603
Word:ruxu cos:-0.38936
Word:villarzu cos:-0.39145
Word:iacc cos:-0.22259
Word:lp/cd cos:-0.13941
Word:alah cos:-0.22615
Word:jessicah cos:-0.08939
Word:naruse cos:-0.25496
Word:masakhalia cos:-0.36302
Word:5,555 cos:-0.31361
Word:pre-debut cos:-0.26537
Word:daumas cos:-0.24653
Word:phosa cos:-0.08046
Word:2741 cos:-0.38523
Word:goden cos:-0.22732
Word:#s cos:-0.21962
Word:ss5 cos:-0.42273
Word:brett.clanton@chron.com cos:-0.42640
Word:bardhi cos:-0.26586
Word:gole cos:-0.11932
Word:burnage cos:-0.32160
Word:malim cos:-0.18269
Word:muraco cos:-0.19334
Word:unfired cos:-0.17834
Word:benningfield cos:-0.51946
Word:pahlavas cos:-0.25985
Word:springstein cos:-0.28387
Word:suell cos:-0.28470
Word:paulistano cos:-0.19405
Word:rosenblum cos:-0.23573
Word:heart-to-heart cos:-0.03563
Word:allyl cos:-0.12317
Word:billdowd.com cos:-0.04625
Word:tôi cos:-0.10928
Word:waldenses cos:-0.36772
Word:023 cos:-0.36409
Word:tinterow cos:-0.31678
Word:robdal cos:-0.19316
Word:growed cos:-0.01847
Word:3,636 cos:-0.34208
Word:ripston cos:-0.10075
Word:softphone cos:-0.17122
Word:yakubovsky cos:-0.43405
Word:6,123 cos:-0.39088
Word:caballes cos:-0.11987
Word:829,000 cos:-0.29976
Word:2467 cos:-0.34395
Word:handcock cos:-0.26247
Word:karenni cos:-0.09822
Word:nilo-saharan cos:-0.01439
Word:nyn cos:-0.29960
Word:farm-raised cos:-0.03948
Word:borland cos:-0.15305
Word:diseño cos:-0.44155
Word:4,526 cos:-0.37467
Word:zani cos:-0.12346
Word:lostock cos:-0.26753
Word:broca cos:-0.06990
Word:indian-administered cos:-0.24037
Word:300s cos:-0.33583
Word:agm-130 cos:-0.12474
Word:fushi cos:-0.18033
Word:mkhondo cos:-0.02467
Word:flix cos:-0.08478
Word:ahp cos:-0.06772
Word:nicholle cos:-0.02383
Word:manias cos:-0.18350
Word:slvr cos:-0.32755
Word:bushrangers cos:-0.08236
Word:891,000 cos:-0.29367
Word:rager cos:-0.17763
Word:mühsam cos:-0.41633
Word:bio-tech cos:-0.09708
Word:tecce cos:-0.19189
Word:gant cos:-0.03536
Word:ragle cos:-0.27647
Word:shield/desert cos:-0.06360
Word:133.68 cos:-0.49018
Word:atpdea cos:-0.08895
Word:sours cos:-0.28002
Word:corus cos:-0.05376
Word:hunde cos:-0.23359
Word:moorcroft cos:-0.16374
Word:muerta cos:-0.15893
Word:relatedly cos:-0.44419
Word:cerina cos:-0.30566
Word:lavernia cos:-0.34077
Word:garnets cos:-0.17424
Word:heiji cos:-0.15019
Word:2/0 cos:-0.06667
Word:91.86 cos:-0.33861
Word:vujacic cos:-0.23730
Word:sĩ cos:-0.23373
Word:naspers cos:-0.17042
Word:micki cos:-0.23849
Word:gaskins cos:-0.16771
Word:hoef cos:-0.27295
Word:safarini cos:-0.29537
Word:cambronne cos:-0.20186
Word:attention-seeking cos:-0.11745
Word:senex cos:-0.11710
Word:rsis cos:-0.36330
Word:blarney cos:-0.03883
Word:n73 cos:-0.30104
Word:único cos:-0.10029
Word:waisea cos:-0.12770
Word:2,949 cos:-0.41329
Word:herzog cos:-0.12778
Word:j.c cos:-0.36896
Word:2,889 cos:-0.29300
Word:mycosis cos:-0.08238
Word:lb1 cos:-0.05387
Word:hason cos:-0.18644
Word:cryptococcal cos:-0.03929
Word:sukosol cos:-0.32826
Word:r2-d2 cos:-0.09379
Word:deep-sky cos:-0.14965
Word:alsc cos:-0.09667
Word:kesar cos:-0.11451
Word:3,676 cos:-0.28033
Word:beauman cos:-0.10580
Word:3,584 cos:-0.36422
Word:radebe cos:-0.06724
Word:l'œuvre cos:-0.19345
Word:lesbia cos:-0.20577
Word:72.99 cos:-0.26746
Word:kcrider cos:-0.07540
Word:manabu cos:-0.17064
Word:longo cos:-0.03908
Word:7,130 cos:-0.36741
Word:moussaka cos:-0.05550
Word:17-31 cos:-0.28342
Word:rivonia cos:-0.00993
Word:ikar cos:-0.19145
Word:kohlberg cos:-0.03236
Word:foodservice cos:-0.06028
Word:siochana cos:-0.10705
Word:georgio cos:-0.30491
Word:noynoy cos:-0.06780
Word:73.57 cos:-0.23158
Word:colorizing cos:-0.13602
Word:šprem cos:-0.38539
Word:raychem cos:-0.19087
Word:band-tailed cos:-0.04089
Word:schoolin cos:-0.03118
Word:pango cos:-0.21162
Word:enik cos:-0.35952
Word:reticulated cos:-0.01514
Word:madrone cos:-0.15148
Word:sequentia cos:-0.17290
Word:roussell cos:-0.42444
Word:sasaki cos:-0.14713
Word:palm-leaf cos:-0.19266
Word:kamya cos:-0.05607
Word:2,583 cos:-0.48066
Word:elatus cos:-0.23524
Word:daiya cos:-0.35143
Word:rhead cos:-0.31883
Word:sabia cos:-0.11325
Word:hilmarsson cos:-0.38328
Word:tylos cos:-0.28436
Word:neurobiological cos:-0.23010
Word:stoffels cos:-0.31053
Word:linzy cos:-0.35515
Word:sucia cos:-0.08439
Word:trohman cos:-0.03174
Word:4,378 cos:-0.40947
Word:eryngium cos:-0.01906
Word:callaway cos:-0.02071
Word:woodlanders cos:-0.25056
Word:bloodymania cos:-0.16459
Word:team-building cos:-0.11136
Word:qmail cos:-0.31526
Word:trillin cos:-0.06977
Word:padhi cos:-0.29149
Word:pinetop cos:-0.21410
Word:benchrest cos:-0.15366
Word:munsu cos:-0.27370
Word:3,155 cos:-0.38240
Word:rappin cos:-0.05804
Word:wxyt cos:-0.29393
Word:gersten cos:-0.33831
Word:zyman cos:-0.11411
Word:candia cos:-0.31720
Word:motier cos:-0.09485
Word:permana cos:-0.25094
Word:berns cos:-0.20298
Word:whittman cos:-0.12878
Word:caldeira cos:-0.27994
Word:claughton cos:-0.29819
Word:otm cos:-0.12681
Word:toschi cos:-0.22267
Word:chella cos:-0.26806
Word:maltz cos:-0.20065
Word:troche cos:-0.13315
Word:monaragala cos:-0.19432
Word:hypercompetitive cos:-0.02699
Word:newburn cos:-0.32392
Word:lisjak cos:-0.44866
Word:courtin cos:-0.13014
Word:brigg cos:-0.13328
Word:milkweeds cos:-0.15951
Word:bhavsar cos:-0.34964
Word:casca cos:-0.14277
Word:samovars cos:-0.32494
Word:wigg cos:-0.09454
Word:http://www.ed.gov cos:-0.25735
Word:myrick cos:-0.14697
Word:cowles cos:-0.07324
Word:shearson cos:-0.11428
Word:jabre cos:-0.50897
Word:ghodse cos:-0.27340
Word:palac cos:-0.40925
Word:netanyhau cos:-0.44871
Word:weehawken cos:-0.07408
Word:rinde cos:-0.38231
Word:overcaffeinated cos:-0.03436
Word:caverna cos:-0.19147
Word:pre-marital cos:-0.00050
Word:panelling cos:-0.11898
Word:kuysanjaq cos:-0.27923
Word:motiva cos:-0.14674
Word:innes cos:-0.16703
Word:valderama cos:-0.28568
Word:120,500 cos:-0.24678
Word:calasanz cos:-0.35552
Word:kongfu cos:-0.05592
Word:lysaght cos:-0.39993
Word:didomenico cos:-0.23107
Word:laudibus cos:-0.15998
Word:graulich cos:-0.04801
Word:tusharas cos:-0.31010
Word:canibus cos:-0.21138
Word:wetlaufer cos:-0.23495
Word:spirometry cos:-0.19497
Word:needlefish cos:-0.02115
Word:woolens cos:-0.06410
Word:syncopations cos:-0.12898
Word:shigehiro cos:-0.31457
Word:hee-dong cos:-0.14444
Word:askjeeves cos:-0.19311
Word:iulius cos:-0.18819
Word:haiba cos:-0.42915
Word:nesterov cos:-0.31830
Word:ledward cos:-0.50502
Word:ador cos:-0.16888
Word:75.01 cos:-0.35147
Word:akitoshi cos:-0.32999
Word:3,509 cos:-0.23481
Word:valtrex cos:-0.13903
Word:kisner cos:-0.38741
Word:tupas cos:-0.33818
Word:firmino cos:-0.37674
Word:pointfest cos:-0.43115
Word:organozinc cos:-0.26270
Word:bayly cos:-0.27659
Word:destinee cos:-0.24778
Word:ireju cos:-0.15743
Word:nuweiba cos:-0.14829
Word:fogdog cos:-0.22441
Word:tonja cos:-0.16732
Word:ankur cos:-0.16823
Word:malheur cos:-0.00944
Word:kinte cos:-0.02328
Word:fingerboards cos:-0.07921
Word:marocaine cos:-0.13782
Word:sugo cos:-0.04869
Word:2,059 cos:-0.34526
Word:rosnes cos:-0.25266
Word:wanjiru cos:-0.00671
Word:redman cos:-0.06034
Word:53.29 cos:-0.42206
Word:21-stage cos:-0.02794
Word:27.12 cos:-0.43300
Word:venders cos:-0.08691
Word:seiki cos:-0.00896
Word:assoc. cos:-0.04654
Word:goulston cos:-0.12373
Word:mikaël cos:-0.22043
Word:kantilal cos:-0.40713
Word:stotram cos:-0.24000
Word:pachycephalosaurs cos:-0.20341
Word:2,703 cos:-0.44410
Word:sesia cos:-0.17533
Word:hyssop cos:-0.06777
Word:miho cos:-0.16221
Word:800-meters cos:-0.19756
Word:signos cos:-0.24531
Word:votel cos:-0.28879
Word:500km cos:-0.21644
Word:l’école cos:-0.21703
Word:monosperma cos:-0.12033
Word:lebenthal cos:-0.33291
Word:r.v. cos:-0.31765
Word:nitto cos:-0.16661
Word:4,585 cos:-0.49867
Word:.90 cos:-0.11391
Word:raymi cos:-0.23381
Word:lumea cos:-0.19056
Word:4050 cos:-0.47420
Word:kagera cos:-0.13113
Word:zumbrun cos:-0.29923
Word:giangola cos:-0.21695
Word:bradford-on-avon cos:-0.30365
Word:alaris cos:-0.33175
Word:brickwork cos:-0.18090
Word:bery cos:-0.27296
Word:predicates cos:-0.19247
Word:jau cos:-0.32728
Word:satanus cos:-0.01001
Word:wallechinsky cos:-0.29254
Word:pirsig cos:-0.32073
Word:2901 cos:-0.54720
Word:adna cos:-0.36971
Word:lawrie cos:-0.18771
Word:mariga cos:-0.08917
Word:linsi cos:-0.11256
Word:candie cos:-0.06123
Word:conures cos:-0.11332
Word:4-92 cos:-0.26864
Word:ogbonna cos:-0.32798
Word:plaats cos:-0.18722
Word:zero-one cos:-0.18904
Word:csaid cos:-0.20141
Word:jb cos:-0.10724
Word:crei cos:-0.37092
Word:4,189 cos:-0.33767
Word:72.64 cos:-0.21488
Word:cozaar cos:-0.27156
Word:utena cos:-0.00436
Word:ulliott cos:-0.28119
Word:caravels cos:-0.20334
Word:decriminalising cos:-0.15575
Word:clarinets cos:-0.01867
Word:gunplay cos:-0.01996
Word:ncds cos:-0.16495
Word:pvt. cos:-0.08354
Word:dermatomyositis cos:-0.17321
Word:multisport cos:-0.09298
Word:kellam cos:-0.31524
Word:mahajanga cos:-0.22941
Word:9.650 cos:-0.18346
Word:ssts cos:-0.31649
Word:wbb cos:-0.28715
Word:0-8-1 cos:-0.19879
Word:yavusa cos:-0.19069
Word:man-thing cos:-0.01636
Word:abdicates cos:-0.12202
Word:silvestris cos:-0.03907
Word:svidler cos:-0.16607
Word:71.53 cos:-0.27618
Word:degennaro cos:-0.12910
Word:marise cos:-0.38596
Word:quiting cos:-0.14502
Word:yorris cos:-0.19487
Word:murri cos:-0.08967
Word:3-108 cos:-0.38892
Word:daelim cos:-0.38410
Word:nutro cos:-0.07430
Word:4,656 cos:-0.40822
Word:mcosker cos:-0.20001
Word:d'hôtel cos:-0.17475
Word:tekke cos:-0.17410
Word:nmps cos:-0.42410
Word:rebelliousness cos:-0.11793
Word:retools cos:-0.21845
Word:pelog cos:-0.30382
Word:pallada cos:-0.17995
Word:hong-kong cos:-0.31638
Word:prakasham cos:-0.35503
Word:ndola cos:-0.22959
Word:embraco cos:-0.21802
Word:1-1-4 cos:-0.40466
Word:fxs cos:-0.33497
Word:investindo cos:-0.16569
Word:k'inich cos:-0.17125
Word:54.45 cos:-0.40080
Word:centene cos:-0.37940
Word:pepo cos:-0.15309
Word:torralba cos:-0.47507
Word:parreno cos:-0.36971
Word:phyl cos:-0.21230
Word:well-used cos:-0.08446
Word:allamah cos:-0.36707
Word:moonshadow cos:-0.08491
Word:4003 cos:-0.27588
Word:sugarfoot cos:-0.00837
Word:mieris cos:-0.06212
Word:2180 cos:-0.44675
Word:leonis cos:-0.27632
Word:iñupiat cos:-0.19879
Word:yiquan cos:-0.16309
Word:shrivastav cos:-0.37457
Word:silverwork cos:-0.36767
Word:kebun cos:-0.22257
Word:whitticase cos:-0.08038
Word:73.07 cos:-0.23125
Word:zimbalist cos:-0.06365
Word:2706 cos:-0.15969
Word:liù cos:-0.11123
Word:mid-eastern cos:-0.03769
Word:burdett cos:-0.06656
Word:713-3672 cos:-0.48152
Word:virusscan cos:-0.13743
Word:4350 cos:-0.40128
Word:63-64 cos:-0.30341
Word:vahanian cos:-0.46945
Word:prentice-hall cos:-0.24956
Word:ealey cos:-0.16283
Word:philo cos:-0.09726
Word:polychrome cos:-0.08616
Word:3,263 cos:-0.19634
Word:daynard cos:-0.06540
Word:3,462 cos:-0.34018
Word:ardis cos:-0.37796
Word:nakivale cos:-0.30731
Word:guedes cos:-0.27941
Word:077 cos:-0.08644
Word:mingrelian cos:-0.22383
Word:bemis cos:-0.30288
