Word:awakens cos:0.31939
Word:410-mile cos:-0.08649
Word:bransford cos:-0.33407
Word:epistles cos:-0.01257
Word:registro cos:-0.11064
Word:135.4 cos:-0.20116
Word:husseinov cos:-0.40960
Word:bungalows cos:0.10946
Word:tiptonville cos:-0.40827
Word:4n cos:-0.19083
Word:baltops cos:-0.20534
Word:shading cos:0.13893
Word:4-11 cos:-0.04709
Word:136.1 cos:-0.19200
Word:petulance cos:0.05212
Word:rotas cos:-0.37715
Word:saidou cos:-0.17021
Word:hebrews cos:0.03126
Word:coeducational cos:-0.01418
Word:verhaegen cos:-0.38804
Word:saltsburg cos:-0.29889
Word:cee-lo cos:0.00695
Word:kadazan cos:-0.09661
Word:lapi cos:-0.30725
Word:monikers cos:0.05923
Word:gauze cos:0.23967
Word:pattoki cos:-0.22526
Word:harpootlian cos:-0.07451
Word:deteriorates cos:-0.16736
Word:messaged cos:0.10458
Word:mutilated cos:0.19408
Word:mahd cos:-0.09241
Word:guanine cos:-0.24537
Word:ondrasik cos:-0.16142
Word:tarpon cos:0.26974
Word:lock-up cos:-0.05540
Word:lowther cos:0.03160
Word:gunslinging cos:0.02805
Word:étoile cos:0.08564
Word:segbwema cos:-0.42966
Word:handhelds cos:0.20679
Word:trohn cos:-0.05750
Word:sparkled cos:0.02465
Word:primatial cos:-0.08758
Word:yammer cos:-0.36661
Word:1368 cos:-0.12105
Word:ladnun cos:-0.36493
Word:indo-scythian cos:-0.13121
Word:padding cos:0.12905
Word:baddest cos:0.42896
Word:srnicek cos:-0.14535
Word:jorah cos:-0.21272
Word:brayley cos:-0.13764
Word:51.90 cos:-0.29412
Word:anesthetists cos:0.14858
Word:inday cos:0.02173
Word:extolled cos:-0.14124
Word:morrocan cos:-0.09793
Word:katale cos:-0.28838
Word:spanger cos:-0.17716
Word:archuletta cos:-0.31108
Word:merguez cos:-0.05125
Word:eravur cos:-0.30093
Word:mapenduma cos:-0.07968
Word:hyori cos:0.01276
Word:sandercock cos:-0.39085
Word:shower cos:0.47179
Word:brooms cos:0.14047
Word:upholder cos:0.07268
Word:revuelta cos:-0.32890
Word:spratt cos:0.04492
Word:thammarat cos:-0.04929
Word:blurted cos:0.13811
Word:sicca cos:-0.04323
Word:baldia cos:-0.05837
Word:lavender cos:0.29183
Word:imbi cos:-0.28754
Word:alid cos:-0.12333
Word:two-tone cos:0.07981
Word:cancer-free cos:-0.21863
Word:fukumoto cos:-0.03357
Word:estádio cos:0.05975
Word:fudged cos:-0.10849
Word:i/o cos:0.07642
Word:drifter cos:0.31080
Word:saturninus cos:-0.25271
Word:mullinix cos:-0.25340
Word:oscillatory cos:-0.04606
Word:zdenko cos:-0.43086
Word:arj-21 cos:-0.00496
Word:sighing cos:-0.02001
Word:bethe cos:-0.20381
Word:147.6 cos:-0.23898
Word:paola cos:0.08821
Word:eshnunna cos:-0.33311
Word:iyasus cos:-0.34325
Word:chonju cos:-0.26985
Word:banka cos:-0.11666
Word:coneflower cos:0.14334
Word:terenzio cos:-0.37084
Word:njcaa cos:-0.12285
Word:socks cos:0.53528
Word:tutorials cos:0.02201
Word:ardeatine cos:-0.08379
Word:austinite cos:-0.06820
Word:3.5-3 cos:-0.31984
Word:unobstructed cos:-0.15008
Word:tulbagh cos:-0.18243
Word:raving cos:0.28558
Word:superalloys cos:-0.22110
Word:2-23 cos:-0.15196
Word:everson cos:-0.08423
Word:63.63 cos:-0.43054
Word:liên cos:-0.26168
Word:giichi cos:-0.37250
Word:berzoini cos:-0.37845
Word:kemeys cos:-0.27462
Word:microcephaly cos:-0.06493
Word:flem cos:-0.13671
Word:broadhall cos:-0.19905
Word:shortgrass cos:0.09004
Word:faridpur cos:-0.15383
Word:duvernoy cos:-0.25644
Word:achiever cos:0.11423
Word:adaptive cos:0.15478
Word:bonneted cos:0.07123
Word:disrobes cos:-0.18451
Word:mask cos:0.62719
Word:s/he cos:0.03241
Word:76,200 cos:-0.34101
Word:parastatal cos:-0.13389
Word:upperparts cos:0.09558
Word:eglin cos:-0.08292
Word:isma cos:-0.03324
Word:exulted cos:-0.20822
Word:postura cos:-0.21807
Word:0-10 cos:-0.10502
Word:chuseok cos:0.15147
Word:backlight cos:0.06684
Word:jarlath cos:-0.18573
Word:geelani cos:-0.24242
Word:chazy cos:-0.14448
Word:hradec cos:-0.02564
Word:nejat cos:-0.24921
Word:tuneless cos:0.04196
Word:constantinovich cos:-0.40452
Word:sejil cos:-0.01523
Word:spider-girl cos:-0.03739
Word:rugolo cos:-0.29954
Word:164-foot cos:-0.13793
Word:aboodi cos:-0.37859
Word:faqs cos:-0.04172
Word:flyboy cos:0.06427
Word:amash cos:-0.15694
Word:fappiano cos:-0.17132
Word:whitesand cos:-0.04538
Word:triumvirate cos:-0.04122
Word:schary cos:-0.24405
Word:imjingak cos:-0.18436
Word:northleach cos:-0.36842
Word:kumbakonam cos:0.00486
Word:20,100 cos:-0.33810
Word:56-1 cos:-0.23747
Word:embraces cos:0.05771
Word:76.92 cos:-0.33878
Word:atopy cos:-0.10856
Word:crocodyliform cos:0.17516
Word:korean-born cos:-0.06550
Word:kawy cos:-0.37237
Word:srygley cos:-0.44892
Word:stooped cos:0.11237
Word:sheringham cos:0.07896
Word:136.7 cos:-0.22883
Word:nytimes.com cos:0.15526
Word:cellists cos:-0.15157
Word:galatians cos:-0.15563
Word:bathroom cos:0.36431
Word:rm37 cos:-0.27493
Word:mycotoxins cos:-0.04874
Word:mellas cos:-0.16148
Word:mohannad cos:-0.29856
Word:respirators cos:0.21870
Word:271.3 cos:-0.27770
Word:winchilsea cos:-0.05072
Word:126.3 cos:-0.13996
Word:6,320 cos:-0.50389
Word:payyanur cos:-0.28785
Word:pitchford cos:-0.22077
Word:sangare cos:-0.22210
Word:rm23 cos:-0.32044
Word:lynnley cos:-0.17631
Word:500,00 cos:-0.25343
Word:balakot cos:-0.11087
Word:s-5 cos:-0.14361
Word:shomron cos:-0.22779
Word:yatta cos:-0.14196
Word:organic-rich cos:-0.19340
Word:soo-yeon cos:-0.20789
Word:giacomazzi cos:-0.14553
Word:rhu cos:-0.12728
Word:606 cos:-0.16518
Word:schuil cos:-0.32664
Word:cognisant cos:-0.27257
Word:cartmell cos:-0.29165
Word:146.4 cos:-0.22461
Word:phyllodes cos:-0.15356
Word:267.8 cos:-0.26550
Word:hovsepyan cos:-0.40415
Word:mock-up cos:0.02878
Word:agarics cos:-0.03553
Word:formula_94 cos:-0.13112
Word:905 cos:-0.20654
Word:1-week cos:-0.17361
Word:1.99 cos:0.11928
Word:cmaa cos:-0.00410
Word:renigunta cos:-0.15984
Word:thog cos:-0.07938
Word:11.75 cos:-0.05664
Word:trescott cos:-0.35140
Word:traudl cos:-0.15775
Word:sprite cos:0.37666
Word:santoor cos:-0.04500
Word:berdichev cos:-0.41332
Word:kadans cos:-0.16569
Word:pits cos:0.14888
Word:eversfield cos:-0.38228
Word:376.5 cos:-0.31141
Word:chanchai cos:-0.38809
Word:a-time cos:-0.04262
Word:levey cos:-0.18648
Word:intrusion cos:0.20306
Word:trios cos:-0.03883
Word:32.46 cos:-0.28845
Word:naby cos:-0.06355
Word:israeli-born cos:-0.09024
Word:techsavvy cos:-0.06379
Word:bsharri cos:-0.26095
Word:caa1 cos:-0.18177
Word:leeds cos:0.07924
Word:15.99 cos:-0.00524
Word:1.4720 cos:-0.25852
Word:ukulele cos:0.24436
Word:rives cos:-0.40036
Word:ezenwa cos:-0.15230
Word:schwalbach cos:-0.05012
Word:bogazkoy cos:-0.17475
Word:vaher cos:-0.26231
Word:lapis cos:0.05976
Word:1/4teaspoon cos:-0.17863
Word:fabares cos:0.15270
Word:weed cos:0.44801
Word:100percent cos:-0.10911
Word:2,603 cos:-0.27396
Word:plettenberg cos:-0.19114
Word:caglayan cos:-0.32323
Word:dakoda cos:-0.17630
Word:scholar-official cos:-0.17254
Word:603rd cos:-0.05925
Word:kwasniewska cos:-0.20841
Word:,13 cos:-0.12560
Word:aspirant cos:-0.09642
Word:eral cos:-0.08562
Word:nammalvar cos:-0.09424
Word:colding cos:-0.24824
Word:pten cos:-0.12458
Word:sunyata cos:-0.10789
Word:877 cos:-0.12183
Word:atrous cos:-0.33381
Word:baaz cos:-0.06699
Word:gerchas cos:0.05610
Word:sigmon cos:-0.30680
Word:chir cos:-0.07820
Word:cloudy cos:0.01527
Word:marschallin cos:-0.05804
Word:348.6 cos:-0.28280
Word:menaiel cos:-0.35785
Word:29,028-foot cos:-0.09561
Word:3-for-6 cos:-0.05121
Word:sables cos:-0.11153
Word:3,370 cos:-0.25072
Word:wimbee cos:-0.17114
Word:318.25 cos:-0.21832
Word:pokhara cos:-0.00414
Word:galler cos:-0.38022
Word:turangi cos:-0.33699
Word:valya cos:-0.17245
Word:responder cos:0.14817
Word:shenay cos:-0.21207
Word:50-month cos:-0.15273
Word:pasty cos:0.27806
Word:http://www.gm.com cos:-0.14927
Word:shakai cos:-0.03891
Word:megamall cos:-0.12345
Word:leflamand cos:-0.20211
Word:ehret cos:-0.20594
Word:vaida cos:-0.41859
Word:straße cos:-0.24882
Word:beyoncé cos:0.12275
Word:137.7 cos:-0.22146
Word:286.2 cos:-0.23248
Word:essie cos:-0.16096
Word:souri cos:-0.43211
Word:celil cos:-0.16342
Word:rtafb cos:-0.08264
Word:adorning cos:0.03817
Word:equi cos:-0.08971
Word:disillusioned cos:0.02763
Word:cường cos:-0.24309
Word:bogdanka cos:-0.41241
Word:iconoclast cos:0.04198
Word:cuprija cos:-0.38009
Word:yeen cos:-0.17612
Word:redvers cos:-0.13101
Word:television-related cos:-0.08418
Word:glazing cos:-0.03473
Word:coquí cos:0.10291
Word:business-oriented cos:-0.04137
Word:chea cos:-0.21147
Word:balmont cos:-0.24951
Word:empangeni cos:-0.24674
Word:abdussalam cos:-0.36475
Word:beskid cos:-0.19114
Word:230-foot cos:-0.14115
Word:causally cos:-0.12616
Word:vca cos:0.05131
Word:obersturmbannführer cos:-0.00793
Word:220-foot cos:-0.13391
Word:built-in cos:0.12035
Word:685 cos:-0.15050
Word:androgenic cos:0.10772
Word:bipyramidal cos:-0.22523
Word:vetting cos:0.00586
Word:822 cos:-0.25467
Word:chanda cos:-0.08916
Word:chuckanut cos:-0.29019
Word:dalberg cos:-0.26666
Word:polyphyletic cos:-0.03911
Word:sincerely cos:0.01437
Word:permian cos:0.03221
Word:gangsta cos:0.18505
Word:o-akbar cos:0.10229
Word:audry cos:-0.27584
Word:4-for-15 cos:-0.11021
Word:osteria cos:-0.21800
Word:dissipative cos:-0.22978
Word:theremin cos:-0.04955
Word:shirat cos:-0.23622
Word:clozapine cos:0.04546
Word:328-foot cos:-0.13614
Word:responsiveness cos:-0.12377
Word:baniszewski cos:-0.26476
Word:953 cos:-0.31961
Word:vachel cos:-0.25505
Word:872 cos:-0.23902
Word:soung cos:-0.05595
Word:crystallins cos:-0.19869
Word:strongs cos:-0.11230
Word:stupider cos:-0.02383
Word:gummy cos:0.36574
Word:jenkyns cos:-0.16766
Word:38min cos:-0.29499
Word:simulates cos:0.23500
Word:monger cos:-0.01192
Word:150.4 cos:-0.23950
Word:cachorro cos:-0.05773
Word:formula_124 cos:-0.31204
Word:retorted cos:-0.00495
Word:885 cos:-0.18157
Word:playmaking cos:-0.01447
Word:hallways cos:0.06830
Word:6,680 cos:-0.35124
Word:71,500 cos:-0.44063
Word:kf2 cos:-0.29178
Word:hodja cos:-0.07848
Word:furd cos:-0.25954
Word:helmsdale cos:-0.23642
Word:torbinsky cos:-0.36145
Word:marsel cos:-0.08069
Word:ursului cos:-0.01647
Word:pharmacodynamics cos:-0.22082
Word:kaletra cos:0.05921
Word:288.8 cos:-0.37450
Word:48-million cos:-0.14560
Word:countrymen cos:0.05277
Word:moddelmog cos:-0.39138
Word:thilawa cos:-0.17005
Word:purlky cos:-0.08109
Word:thala cos:0.05370
Word:kudryavtseva cos:-0.20303
Word:148.3 cos:-0.19592
Word:ngungu cos:-0.23712
Word:tự cos:-0.14990
Word:i-kiribati cos:-0.19023
Word:155.7 cos:-0.29624
Word:dragobilje cos:-0.45353
Word:946 cos:-0.26596
Word:fauntroy cos:-0.33537
Word:roubaud cos:-0.19941
Word:orthotic cos:0.08624
Word:hat-trick cos:-0.08825
Word:restituto cos:-0.33079
Word:355.5 cos:-0.30949
Word:2,450 cos:-0.19363
Word:subducting cos:-0.04659
Word:vaikom cos:-0.15412
Word:fay cos:0.11488
Word:(717) cos:0.07933
Word:moundsville cos:-0.30897
Word:teymuraz cos:-0.29841
Word:batok cos:-0.23440
Word:revie cos:-0.10484
Word:lathwell cos:-0.28484
Word:burgert cos:-0.41703
Word:skullduggery cos:-0.30129
Word:8,490 cos:-0.28804
Word:ovono cos:-0.09571
Word:sanluri cos:-0.36854
Word:136.8 cos:-0.31215
Word:kneip cos:-0.38973
Word:effing cos:-0.11343
Word:sagarese cos:-0.10948
Word:1996-2007 cos:-0.16650
Word:infalling cos:-0.23837
Word:6,220 cos:-0.38688
Word:haytham cos:-0.18543
Word:harvill cos:-0.17147
Word:bathing cos:0.53229
Word:hailing cos:-0.09119
Word:kavaja cos:-0.41313
Word:rosemond cos:0.01357
Word:17.50 cos:-0.01470
Word:off-shoot cos:-0.04534
Word:endosomal cos:-0.28696
Word:castelluccio cos:-0.27702
Word:18-july cos:-0.12768
Word:laton cos:-0.32417
Word:conservatorio cos:0.04851
Word:bumpers cos:0.14727
Word:right-hander cos:-0.17531
Word:bailhache cos:-0.34520
Word:rueegg cos:-0.36790
Word:coanda cos:-0.15173
Word:fives cos:0.07338
Word:thembinkosi cos:-0.24678
Word:bory cos:-0.21999
Word:formula_86 cos:-0.14188
Word:krueger cos:0.07920
Word:tosafot cos:-0.16242
Word:llewellyn cos:-0.06925
Word:33.59 cos:-0.26386
Word:potjaman cos:-0.20147
Word:block cos:0.22746
Word:septet cos:-0.11040
Word:bouquets cos:0.03532
Word:merideth cos:-0.33024
Word:windowing cos:0.02486
Word:multi-sport cos:-0.08751
Word:nellis cos:-0.01560
Word:conductive cos:-0.08997
Word:combatant cos:0.01285
Word:femenino cos:-0.06086
Word:sequoiadendron cos:-0.01979
Word:jervoise cos:-0.28030
Word:aioli cos:0.01394
Word:6.8275 cos:-0.24952
Word:chomutov cos:-0.30902
Word:slavery cos:0.15909
Word:5-32 cos:-0.37219
Word:bafflingly cos:-0.21885
Word:musarrat cos:-0.38923
Word:backlit cos:0.10334
Word:birch cos:0.26459
Word:cantius cos:-0.10822
Word:3,250-strong cos:-0.06367
Word:unho cos:0.05740
Word:unenlightening cos:-0.36081
Word:mildness cos:-0.05582
Word:ophicleide cos:-0.24680
Word:49.99 cos:0.07480
Word:proteobacteria cos:0.15167
Word:gallus cos:0.14116
Word:0-14 cos:-0.12941
Word:formula_131 cos:-0.20232
Word:phee cos:-0.19245
Word:springbok cos:0.20719
Word:chrzanowski cos:-0.37832
Word:empathetic cos:0.11322
Word:anathemas cos:-0.20940
Word:zillaya cos:-0.22025
Word:haircuts cos:0.15995
Word:843 cos:-0.28316
Word:zbigniew cos:-0.44427
Word:157.2 cos:-0.18988
Word:pantsil cos:-0.10045
Word:eithne cos:-0.10589
Word:blundered cos:-0.15368
Word:lothringen cos:-0.02855
Word:butte cos:0.30354
Word:134.2 cos:-0.16295
Word:5,490 cos:-0.33389
Word:kantha cos:0.02682
Word:headbutt cos:0.27945
Word:acai cos:0.12251
Word:overcurrent cos:-0.01085
Word:bredero cos:-0.13112
Word:wolfie cos:-0.09457
Word:mjölby cos:-0.22286
Word:sedative cos:0.23905
Word:aït cos:-0.31402
Word:newey cos:-0.10694
Word:bitz cos:-0.14802
Word:amontillado cos:-0.28590
Word:2.7-million cos:-0.15232
Word:pogradec cos:-0.25128
Word:farnesyl-diphosphate cos:-0.00591
Word:soylent cos:0.10957
Word:gtv cos:-0.09384
Word:jeria cos:-0.30377
Word:awantipora cos:-0.27342
Word:nagurski cos:0.00920
Word:17.20 cos:-0.18794
Word:322.9 cos:-0.23097
Word:lewandowski cos:-0.19225
Word:32.38 cos:-0.20704
Word:pentagonal cos:-0.12408
Word:3,317 cos:-0.42535
Word:gluzman cos:-0.15750
Word:distinguishes cos:0.15407
Word:blackard cos:-0.36810
Word:yoseph cos:-0.32819
Word:freemason cos:-0.06306
Word:kohlu cos:-0.24342
Word:osijek-baranja cos:-0.16303
Word:49.50 cos:-0.19197
Word:arthroscopy cos:0.08608
Word:depoe cos:-0.22981
Word:rainsborough cos:-0.46190
Word:munnelly cos:-0.38856
Word:specialisms cos:-0.21671
Word:22,800 cos:-0.27915
Word:kiyotake cos:-0.36178
Word:lipietz cos:-0.23771
Word:rassam cos:-0.28760
Word:supercop cos:0.14167
Word:moines cos:-0.08113
Word:upturned cos:0.29978
Word:23.29 cos:-0.30152
Word:formula_130 cos:-0.25356
Word:manokwari cos:-0.07262
Word:meulaboh cos:-0.05178
Word:khazzaka cos:-0.38020
Word:two-ship cos:-0.15935
Word:slaps cos:0.09256
Word:pron cos:-0.03053
Word:fedorets cos:-0.37809
Word:coverings cos:0.15273
Word:alano cos:-0.19168
Word:mcramerglobe.com cos:-0.09846
Word:abouhalima cos:-0.43390
Word:appropriately cos:0.29576
Word:archie cos:0.29103
Word:fleishman cos:-0.24516
Word:baie-james cos:-0.12857
Word:spangled cos:0.33093
Word:celebratory cos:0.13837
Word:indispensable cos:-0.04766
Word:prophetically cos:-0.11206
Word:63.81 cos:-0.39611
Word:emerald cos:0.43054
Word:craniopagus cos:-0.07777
Word:adge cos:-0.19150
Word:1937-1938 cos:-0.35370
Word:yunkin cos:-0.33005
Word:155.8 cos:-0.14761
Word:998 cos:-0.22990
Word:adandozan cos:-0.31622
Word:fenestration cos:-0.12695
Word:dragan cos:-0.22500
Word:takriti cos:-0.12376
Word:oskaloosa cos:-0.15832
Word:thurwachter cos:0.09878
Word:network cos:0.27168
Word:42-month cos:-0.24957
Word:tanque cos:-0.17339
Word:adapazari cos:-0.12738
Word:3.2-3 cos:-0.14778
Word:syahnan cos:-0.29474
Word:misspeaking cos:-0.16986
Word:sarny cos:-0.10663
Word:karin cos:-0.10505
Word:brazilian-born cos:-0.02575
Word:110.00 cos:-0.23122
Word:legge cos:-0.06261
Word:krih cos:0.01491
Word:novicki cos:-0.24336
Word:madriz cos:-0.29216
Word:triboro cos:-0.15923
Word:mickael cos:-0.10759
Word:snoozes cos:-0.05981
Word:softly cos:0.30303
Word:tral cos:-0.14723
Word:respiro cos:-0.14204
Word:904 cos:-0.06917
Word:placoderm cos:0.15187
Word:37,900 cos:-0.27231
Word:bokassa cos:-0.03576
Word:teratogenic cos:0.01226
Word:rm38 cos:-0.30046
Word:najara cos:-0.26615
Word:855 cos:-0.21498
Word:adversarial cos:-0.09496
Word:oncorhynchus cos:0.16304
Word:soysal cos:-0.28774
Word:malca cos:-0.33455
Word:harked cos:-0.04918
Word:tariana cos:-0.10714
Word:broberts cos:-0.00638
Word:khalilzad cos:-0.19811
Word:sarioglu cos:-0.37015
Word:4,780 cos:-0.33946
Word:odn cos:-0.21415
Word:sub-base cos:-0.11546
Word:pfi cos:-0.07833
Word:boulin cos:-0.35211
Word:kiejman cos:-0.23611
Word:6,820 cos:-0.40519
Word:osbert cos:-0.16179
Word:20.50 cos:-0.10382
Word:170.9 cos:-0.18323
Word:439.5 cos:-0.26775
Word:10.5-meter cos:0.09004
Word:35.60 cos:-0.12888
Word:spreewald cos:-0.14383
Word:académica cos:-0.15850
Word:littwin cos:-0.09963
Word:lm.sixel cos:-0.19272
Word:288.4 cos:-0.26207
Word:specialism cos:-0.03152
Word:shahrastani cos:-0.35039
Word:alalakh cos:-0.31265
Word:mynatt cos:-0.31212
Word:multicolored cos:0.31445
Word:marlène cos:-0.33300
Word:stimulatory cos:-0.17311
Word:majoras cos:-0.18118
Word:1000km cos:-0.09417
Word:stammered cos:-0.09046
Word:pre-loaded cos:-0.03058
Word:ergonomic cos:0.09928
Word:ruemmler cos:-0.32589
Word:armengol cos:-0.24290
Word:shoalwater cos:0.00422
Word:kettleborough cos:-0.16326
Word:52.51 cos:-0.38420
Word:230.3 cos:-0.26773
Word:19.50 cos:-0.12185
Word:emersonian cos:-0.35634
Word:hexogen cos:-0.02669
Word:mahabalipuram cos:-0.11603
Word:rhernandez cos:-0.15529
Word:defore cos:-0.01813
Word:purisima cos:-0.11807
Word:quipping cos:-0.01810
Word:133.7 cos:-0.20986
Word:mileages cos:-0.33248
Word:reveled cos:-0.16785
Word:143.00 cos:-0.34752
Word:verdine cos:-0.02123
Word:niccoli cos:-0.31283
Word:decoupled cos:-0.04388
Word:tumby cos:-0.18632
Word:riske cos:-0.05267
Word:fassie cos:-0.05094
Word:kluttz cos:-0.37741
Word:yajurveda cos:0.13471
Word:29.76 cos:-0.31182
Word:frisian cos:0.06814
Word:ict4d cos:-0.40016
Word:ity cos:-0.07916
Word:18.50 cos:-0.10336
Word:lc50 cos:-0.14576
Word:mabopane cos:-0.35455
Word:30.72 cos:-0.17149
Word:nurd cos:-0.18508
Word:chichibunomiya cos:-0.03161
Word:embarrasses cos:0.00261
Word:lieutentant cos:-0.24519
Word:pentateuch cos:0.19708
Word:2,358 cos:-0.25208
Word:llrc cos:-0.19778
Word:baraquio cos:-0.31212
Word:rotted cos:0.15084
Word:clarisa cos:-0.14819
Word:ji-soo cos:-0.27388
Word:kelab cos:-0.19153
Word:ferrieres cos:-0.20759
Word:helsel cos:-0.39063
Word:sweller cos:-0.19431
Word:9.45 cos:-0.16339
Word:mennini cos:-0.36672
Word:clarinetist cos:-0.07217
Word:drin cos:0.02585
Word:newpark cos:-0.30546
Word:khrushcheva cos:-0.24931
Word:cseabrook cos:-0.15889
Word:kitting cos:-0.10579
Word:paternalism cos:-0.02975
Word:squeaky cos:0.28579
Word:10.45 cos:-0.16026
Word:rosemeyer cos:-0.42433
Word:rubberized cos:0.00745
Word:kamptee cos:-0.36028
Word:kshetra cos:-0.00206
Word:sobolev cos:-0.38773
Word:yarberry cos:-0.43865
Word:832 cos:-0.23841
Word:commercially cos:0.27611
Word:thermocouple cos:-0.10630
Word:vermilion cos:0.10111
Word:whimpers cos:-0.09035
Word:555,000 cos:-0.13578
Word:spammed cos:-0.11913
Word:bit-part cos:-0.12519
Word:shagufta cos:-0.23424
Word:brühl cos:-0.23234
Word:275.4 cos:-0.26469
Word:7.5-meter cos:0.10811
Word:hamadani cos:-0.26672
Word:violists cos:-0.23037
Word:charikar cos:-0.28357
Word:rade cos:-0.20988
Word:starves cos:0.02031
Word:18.95 cos:-0.01623
Word:wangrin cos:-0.22229
Word:frostily cos:-0.21682
Word:39.93 cos:-0.38895
Word:orobator cos:-0.08745
Word:222.4 cos:-0.30567
Word:lucullus cos:-0.22029
Word:2.2-2 cos:-0.25942
Word:hrad cos:-0.06805
Word:dirtied cos:-0.07053
Word:quintet cos:0.08081
Word:ergot cos:-0.02213
Word:drunkenly cos:0.03214
Word:oventic cos:-0.39287
Word:carraz cos:-0.19069
Word:reizei cos:-0.06003
Word:coxcomb cos:-0.08197
Word:brightly cos:0.34846
Word:denotes cos:0.04315
Word:30-june cos:0.05152
Word:readhead cos:-0.11156
Word:schaye cos:-0.38488
Word:argumentative cos:-0.04094
Word:palmate cos:-0.01428
Word:brdaric cos:-0.08115
Word:ausonius cos:0.02173
Word:zicarelli cos:-0.47798
Word:2008/9 cos:-0.29005
Word:hdls cos:-0.24825
Word:pangandaran cos:-0.00567
Word:underwent cos:0.13098
Word:wuyi cos:0.09243
Word:o.d.b. cos:-0.27259
Word:it cos:0.48648
Word:zaccardo cos:0.00620
Word:saifuddien cos:-0.45288
Word:burgi cos:-0.21849
Word:5,580 cos:-0.25338
Word:iglas cos:-0.16492
Word:973 cos:-0.31313
Word:torie cos:-0.13740
Word:khal cos:-0.20163
Word:nadolny cos:-0.30340
Word:entirely cos:0.33826
Word:romagnolo cos:-0.17966
Word:klark cos:-0.40668
Word:871 cos:-0.16468
Word:1.25-billion cos:-0.17245
Word:novogroznensky cos:-0.39701
Word:kolodiejchuk cos:-0.18005
Word:bushies cos:-0.07988
Word:oppressors cos:0.00065
Word:wasserberger cos:-0.09913
Word:stojic cos:-0.19209
Word:peccaries cos:0.09924
Word:bady cos:-0.37630
Word:13,250 cos:-0.22155
Word:không cos:-0.08417
Word:kabanda cos:-0.40359
Word:teks cos:-0.22612
Word:chirambo cos:-0.32637
Word:labellum cos:0.01075
Word:wannier cos:-0.37319
Word:interjected cos:-0.07241
Word:murena cos:-0.25595
Word:1587 cos:-0.07739
Word:sarahi cos:-0.22589
Word:tonita cos:-0.11418
Word:lyondthzi cos:-0.10231
Word:curci cos:-0.00082
Word:guaiac cos:0.00748
Word:125.1 cos:-0.22959
Word:71.93 cos:-0.31830
Word:driedger cos:-0.27322
Word:23,200 cos:-0.25555
Word:maccabean cos:-0.11045
Word:barnt cos:-0.07505
Word:clennon cos:-0.40971
Word:tolaga cos:-0.18905
Word:10,900 cos:-0.33836
Word:widdle cos:0.00759
Word:20.00 cos:-0.17082
Word:993 cos:-0.12767
Word:galkayo cos:-0.20916
Word:postplatyptilia cos:-0.12998
Word:ajah cos:0.11076
