Word:92.22 cos:-0.23692
Word:gynecologist cos:-0.14293
Word:finckenstein cos:-0.15892
Word:haldon cos:0.12571
Word:heuer cos:0.15993
Word:collett cos:0.06565
Word:almallah cos:-0.20930
Word:daynard cos:-0.18632
Word:plosives cos:-0.05706
Word:crowthorne cos:-0.32140
Word:glendon cos:-0.10018
Word:premediated cos:-0.23906
Word:tarkington cos:-0.04298
Word:x-rayed cos:-0.42077
Word:kazumi cos:-0.26261
Word:mpr cos:-0.15067
Word:hellickson cos:0.07176
Word:yohimbine cos:-0.43462
Word:leioa cos:-0.40944
Word:α2-adrenergic cos:-0.09643
Word:bortner cos:-0.37308
Word:mango cos:-0.01264
Word:tomuschat cos:-0.33786
Word:khe cos:-0.14631
Word:brosna cos:-0.08414
Word:byram cos:-0.18613
Word:deliberative cos:-0.31313
Word:siwon cos:-0.07755
Word:illustré cos:-0.16408
Word:massai cos:-0.21291
Word:oximeter cos:-0.23220
Word:inokashira cos:-0.04937
Word:canossian cos:0.05472
Word:gdl cos:-0.18192
Word:huvadhu cos:-0.42475
Word:protrusion cos:-0.27842
Word:nine-story cos:-0.16321
Word:bounties cos:0.12093
Word:frl cos:-0.16927
Word:nullification cos:-0.17567
Word:cals cos:-0.45701
Word:kulis cos:-0.12266
Word:t.n.t. cos:0.03492
Word:pedatzur cos:-0.36996
Word:realgymnasium cos:-0.16016
Word:postcodes cos:-0.28429
Word:akdeniz cos:-0.31580
Word:thistledown cos:-0.22145
Word:carmont cos:0.04450
Word:pisang cos:-0.27233
Word:mortars cos:-0.03340
Word:chism cos:-0.24760
Word:cregg cos:-0.12098
Word:bordj cos:-0.35045
Word:gevork cos:-0.12398
Word:cary cos:0.33943
Word:matheus cos:-0.19999
Word:sug cos:-0.31526
Word:first-come cos:-0.35382
Word:telxon cos:-0.20149
Word:variegatum cos:-0.01649
Word:spindled cos:-0.34501
Word:webisodes cos:-0.16908
Word:noorul cos:-0.13832
Word:beyeler cos:-0.20741
Word:vanilla cos:0.09795
Word:ermengard cos:-0.25170
Word:tamrat cos:-0.11873
Word:dojang cos:-0.38169
Word:entertainers cos:0.12779
Word:ladders cos:-0.01450
Word:equina cos:-0.11812
Word:inanda cos:-0.31569
Word:kondratiev cos:-0.19844
Word:ie cos:-0.10392
Word:reinforced cos:0.11864
Word:conditionality cos:-0.27973
Word:liaison cos:0.14020
Word:scrimmaged cos:-0.14482
Word:kil cos:0.05237
Word:malefactors cos:0.04172
Word:dolgoff cos:-0.20201
Word:glossolalia cos:-0.26326
Word:extensional cos:-0.26811
Word:copé cos:-0.44161
Word:aabar cos:-0.17985
Word:kittles cos:0.12221
Word:sympathised cos:-0.19280
Word:cost-sharing cos:-0.41976
Word:lugang cos:-0.32669
Word:glg cos:-0.12252
Word:briseno cos:-0.21221
Word:tausug cos:-0.17336
Word:seps cos:-0.26080
Word:reykjanes cos:-0.35816
Word:folksonomy cos:-0.40984
Word:venetic cos:-0.33484
Word:bourriaud cos:-0.33183
Word:clontarf cos:0.07283
Word:briseis cos:-0.24016
Word:qizhi cos:-0.27655
Word:countercyclical cos:-0.43867
Word:infestans cos:-0.15994
Word:student-teacher cos:-0.12769
Word:paraphilia cos:-0.20536
Word:mohism cos:-0.41454
Word:boats cos:0.20610
Word:gastromyzon cos:-0.26057
Word:ziggurat cos:-0.27279
Word:19,750 cos:-0.09246
Word:shorthand cos:-0.05516
Word:bow cos:0.37062
Word:stasiak cos:-0.14542
Word:ratzeburg cos:-0.23056
Word:12,000-member cos:-0.07079
Word:wriddhiman cos:-0.44218
Word:cdc cos:-0.14731
Word:brooksby cos:-0.24470
Word:greenshank cos:-0.18292
Word:junipero cos:-0.25022
Word:batlles cos:-0.24714
Word:chotanagpur cos:-0.13615
Word:sochua cos:-0.15820
Word:trailers cos:-0.07662
Word:205.2 cos:-0.43337
Word:barlett cos:-0.06030
Word:gymraeg cos:-0.35640
Word:vinnee cos:-0.00032
Word:langeberg cos:-0.42456
Word:avanzada cos:-0.20451
Word:i.a. cos:-0.03527
Word:mckeehan cos:-0.08057
Word:1946-49 cos:-0.10006
Word:poffo cos:0.01772
Word:faas cos:-0.18510
Word:shinier cos:-0.28433
Word:urf cos:-0.37901
Word:mercurey cos:-0.48931
Word:euthanized cos:-0.09194
Word:indigenes cos:-0.17103
Word:plurk cos:-0.61894
Word:coordinator cos:0.18271
Word:97-page cos:-0.37189
Word:non-conformist cos:-0.20541
Word:cheerily cos:-0.32527
Word:matorral cos:-0.37809
Word:modifiers cos:-0.10719
Word:prepositional cos:-0.04305
Word:micro-blogging cos:-0.33037
Word:royler cos:-0.09433
Word:irna cos:-0.18389
Word:gercüş cos:-0.23532
Word:lle cos:-0.28183
Word:indumentum cos:-0.19208
Word:rajapaksa cos:-0.01627
Word:raimon cos:-0.10284
Word:seigler cos:-0.24684
Word:specks cos:-0.02182
Word:sderout cos:-0.19918
Word:grotesques cos:-0.26485
Word:kokosalaki cos:-0.13658
Word:counter-examples cos:-0.49856
Word:galley cos:0.27818
Word:ismailis cos:-0.38891
Word:thamil cos:-0.32116
Word:seeler cos:-0.30378
Word:muskrats cos:-0.33164
Word:potgieter cos:-0.12139
Word:papoose cos:-0.16285
Word:cscl cos:-0.47363
Word:glandore cos:-0.19942
Word:guardedly cos:-0.32812
Word:zitouni cos:-0.18492
Word:doanh cos:-0.31651
Word:unthinkingly cos:-0.36480
Word:führerprinzip cos:-0.21821
Word:curtailing cos:-0.33314
Word:estanislao cos:-0.23407
Word:sohrabuddin cos:-0.12556
Word:indo-pakistani cos:0.14842
Word:boaters cos:-0.03769
Word:colonialist cos:-0.06886
Word:100.8 cos:0.00081
Word:eagleswood cos:-0.19392
Word:updf cos:0.08978
Word:disrespectful cos:-0.06333
Word:harlon cos:-0.01666
Word:temburong cos:-0.31497
Word:coveys cos:-0.51938
Word:staël cos:-0.21308
Word:backspacer cos:-0.23226
Word:phenylethylamine cos:-0.40178
Word:mithril cos:-0.04271
Word:saubers cos:-0.14378
Word:limbatus cos:-0.10522
Word:domoni cos:-0.31705
Word:simpsons cos:0.21253
Word:totternhoe cos:-0.31643
Word:blanchet cos:-0.14340
Word:freihofer cos:-0.21891
Word:ballabh cos:-0.27602
Word:cloonan cos:-0.05426
Word:overhit cos:-0.13665
Word:kaferle cos:-0.09449
Word:thich cos:-0.13958
Word:reburial cos:-0.27097
Word:46-36 cos:-0.32537
Word:kindness cos:0.21210
Word:co-creators cos:0.02207
Word:solovtsov cos:-0.09992
Word:reciprocating cos:-0.09054
Word:pahadi cos:-0.31279
Word:bolitoglossa cos:-0.14125
Word:sanj cos:-0.30887
Word:singaporeans cos:-0.23083
Word:3-4-3 cos:-0.28504
Word:sheeted cos:-0.27347
Word:kahnweiler cos:-0.16934
Word:taoists cos:-0.36553
Word:leaflike cos:-0.26300
Word:momanyi cos:-0.00464
Word:dietrich cos:0.17922
Word:hetepheres cos:-0.02364
Word:ladybirds cos:-0.20105
Word:spe cos:-0.04247
Word:takeup cos:-0.30855
Word:hinten cos:-0.31164
Word:csaky cos:-0.12202
Word:uncarved cos:-0.33307
Word:chaminade cos:-0.04949
Word:moralising cos:-0.20654
Word:performativity cos:-0.27476
Word:jizhou cos:-0.28366
Word:saxe-coburg-gotha cos:-0.05940
Word:dullin cos:0.04352
Word:non-hodgkin cos:0.13915
Word:super-sized cos:-0.34345
Word:plastering cos:-0.32748
Word:nicety cos:-0.33317
Word:khoshk-e cos:-0.37260
Word:3-5-2 cos:-0.25267
Word:twenty-two-year-old cos:-0.31511
Word:sukiyaki cos:-0.17063
Word:titers cos:-0.36509
Word:risible cos:-0.45048
Word:simorgh cos:-0.11399
Word:pharmacologist cos:-0.08728
Word:episcopalian cos:0.03446
Word:aggrey cos:-0.12009
Word:reiss cos:-0.02485
Word:chalfen cos:-0.23440
Word:lineament cos:-0.21660
Word:lehmberg cos:-0.41393
Word:sauveur cos:-0.08315
Word:pieri cos:0.01702
Word:methodist cos:0.17487
Word:affifuddin cos:-0.17044
Word:kōan cos:-0.18450
Word:boomgaardt cos:-0.41953
Word:syrena cos:-0.26784
Word:phenolics cos:-0.30331
Word:rohrbacher cos:-0.38554
Word:ghari cos:-0.17921
Word:stănescu cos:-0.36711
Word:gluckin cos:-0.32313
Word:second-level cos:0.04412
Word:caimans cos:-0.21889
Word:cartoonish cos:-0.04044
Word:reva cos:-0.20525
Word:spindly cos:-0.06421
Word:aouad cos:-0.15297
Word:majdel cos:-0.47584
Word:vvc cos:-0.40442
Word:socio-historical cos:-0.43251
Word:dismissively cos:-0.06845
Word:gesamtschule cos:-0.39749
Word:high-level cos:-0.14618
Word:sickle-shaped cos:-0.16096
Word:quigley cos:0.24601
Word:klatch cos:-0.34452
Word:themed cos:0.03091
Word:zinzi cos:-0.08244
Word:spousal cos:0.11027
Word:burdick cos:-0.16294
Word:burncoat cos:-0.18564
Word:pontificate cos:0.11642
Word:8888 cos:-0.04978
Word:quasi cos:-0.02937
Word:torments cos:-0.00878
Word:glider-borne cos:-0.34379
Word:mizpah cos:-0.33039
Word:pingeot cos:-0.13141
Word:samogitia cos:-0.03916
Word:cds cos:0.09507
Word:dries cos:-0.22992
Word:tryall cos:-0.26354
Word:maravarman cos:-0.13904
Word:jundullah cos:-0.06844
Word:qingguo cos:-0.20933
Word:austro-bavarian cos:-0.31967
Word:refugium cos:-0.37163
Word:128.75 cos:-0.33010
Word:hardcover cos:0.19834
Word:sieberg cos:-0.08788
Word:kallah cos:-0.33256
Word:gray-brown cos:0.02803
Word:jully cos:0.09579
Word:munchkinland cos:-0.30482
Word:mallinson cos:-0.02923
Word:thm cos:-0.17764
Word:mcmann cos:-0.29537
Word:bertilak cos:0.01497
Word:nabua cos:-0.36296
Word:cheaply cos:-0.01053
Word:khairabad cos:-0.23479
Word:amethyst cos:0.14713
Word:1,240-mile cos:-0.21647
Word:peronist cos:-0.14359
Word:summiters cos:-0.22362
Word:dwb cos:-0.12663
Word:abominably cos:-0.36274
Word:matchbooks cos:-0.36643
Word:akyel cos:-0.23491
Word:guardianship cos:0.17563
Word:loonatics cos:-0.24921
Word:louse cos:-0.10311
Word:chasles cos:-0.35831
Word:maulavi cos:-0.24786
Word:taraki cos:-0.26189
Word:0.044 cos:-0.41602
Word:schoolfriends cos:-0.17652
Word:belzec cos:-0.09492
Word:xanthomonas cos:-0.29270
Word:hongju cos:-0.13764
Word:tailed cos:0.08720
Word:ronciere cos:-0.12190
Word:sandeman cos:-0.06429
Word:kilbarchan cos:-0.45937
Word:nite cos:0.07059
Word:conditionals cos:-0.32335
Word:well-founded cos:-0.23542
Word:d’or cos:0.02281
Word:chercher cos:-0.35348
Word:saverin cos:-0.22664
Word:schoonhoven cos:-0.28195
Word:çamlıdere cos:-0.56279
Word:rassoul cos:-0.22866
Word:xiaoxu cos:-0.11125
Word:primly cos:-0.24196
Word:o.t.o. cos:-0.12097
Word:master/slave cos:-0.31520
Word:giuoco cos:-0.24678
Word:joling cos:-0.11630
Word:mitogenic cos:-0.25063
Word:volpentest cos:-0.32488
Word:monier cos:-0.01212
Word:hookey cos:-0.09519
Word:multisectoral cos:-0.41783
Word:pestilence cos:-0.18811
Word:lamkin cos:-0.34013
Word:telerecordings cos:-0.11204
Word:l1 cos:-0.04051
Word:guilherme cos:-0.26056
Word:rayak cos:-0.25776
Word:antiretrovirals cos:-0.42001
Word:egg-shaped cos:-0.30543
Word:guanidine cos:-0.40827
Word:l'age cos:-0.12811
Word:supercilious cos:-0.11003
Word:tomoe cos:-0.24140
Word:liolaemus cos:-0.41819
Word:adesanya cos:-0.27070
Word:damerel cos:-0.36969
Word:cone-shaped cos:-0.22964
Word:shool cos:-0.39984
Word:djourou cos:-0.08104
Word:catumbela cos:-0.52550
Word:halyards cos:-0.27128
Word:feinman cos:-0.30167
Word:matteson cos:-0.07420
Word:jewish-arab cos:-0.31162
Word:elza cos:-0.22249
Word:c.f.c. cos:-0.20138
Word:sma cos:-0.20070
Word:rbx cos:-0.36270
Word:kornstein cos:-0.38025
Word:leyburn cos:-0.32730
Word:sirkin cos:-0.17945
Word:eassie cos:-0.11604
Word:ipc cos:-0.04958
Word:s-shaped cos:-0.21788
Word:orange cos:0.36906
Word:yoro cos:-0.42455
Word:kaweah cos:-0.07173
Word:lagarto cos:-0.14344
Word:svyatoslav cos:0.00354
Word:laraki cos:-0.36313
Word:hasanuddin cos:-0.15930
Word:british-australian cos:-0.32984
Word:abilify cos:-0.25278
Word:doctrine cos:0.25077
Word:hamartia cos:-0.28871
Word:maronites cos:-0.19587
Word:myrna cos:0.00160
Word:nonu cos:0.00248
Word:tried-and-true cos:-0.40383
Word:ikuo cos:-0.27259
Word:mandals cos:-0.20487
Word:dosimetry cos:-0.13100
Word:chikhaoui cos:-0.33968
Word:topknot cos:-0.12036
Word:meret cos:-0.13494
Word:9,000-foot cos:-0.19061
Word:bábí cos:-0.16156
Word:dwarf cos:0.23736
Word:mres cos:-0.19715
Word:forepart cos:-0.45659
Word:leibel cos:-0.18196
Word:holloway cos:0.34662
Word:dorothea cos:0.05141
Word:dvorsky cos:-0.31206
Word:pensioner cos:-0.09808
Word:adhered cos:-0.19128
Word:fujifilm cos:0.06154
Word:smokier cos:-0.40301
Word:rakhimov cos:-0.17770
Word:overutilization cos:-0.46161
Word:luristan cos:-0.42911
Word:snavely cos:-0.22831
Word:subfield cos:-0.21251
Word:hic cos:-0.25684
Word:warners cos:0.13298
Word:glitzier cos:-0.36754
Word:shefket cos:-0.16960
Word:tinsulanonda cos:0.08815
Word:ablaut cos:-0.13501
Word:ransacked cos:-0.11563
Word:20,250 cos:-0.05829
Word:carides cos:-0.32977
Word:blüdhaven cos:-0.26688
Word:insulted cos:0.12836
Word:catechetical cos:-0.24918
Word:low-mass cos:0.13062
Word:charlize cos:0.01334
Word:shecky cos:-0.06192
Word:spring-heeled cos:0.01895
Word:conferta cos:-0.19250
Word:samore cos:-0.09801
Word:peñafrancia cos:-0.04935
Word:huguenard cos:-0.28848
Word:ostinato cos:-0.09404
Word:cordilleras cos:-0.26908
Word:oligonucleotide cos:-0.33774
Word:35-nation cos:-0.02682
Word:fluffy cos:0.13533
Word:vidhyalaya cos:-0.40509
Word:summations cos:-0.10030
Word:faithfulness cos:0.07574
Word:indomethacin cos:-0.45510
Word:trichomes cos:-0.32027
Word:44-month cos:-0.03420
Word:bassiouni cos:-0.33677
Word:scraggly cos:-0.10637
Word:xquery cos:-0.43109
Word:blanchett cos:0.21938
Word:arcimboldo cos:-0.29780
Word:orjuela cos:-0.37186
Word:slea cos:-0.20261
Word:deceivers cos:-0.02623
Word:swoboda cos:-0.22580
Word:antiemetic cos:-0.13894
Word:beckinsale cos:0.09893
Word:paperback cos:0.26662
Word:h.s. cos:-0.00339
Word:landsberg cos:-0.16383
Word:tamra cos:-0.20371
Word:cci cos:-0.18505
Word:120m cos:0.00387
Word:dome-shaped cos:-0.22771
Word:presidnet cos:-0.27658
Word:hydrolase cos:0.00592
Word:conversationally cos:-0.40847
Word:215-pounder cos:-0.51223
Word:stand-ins cos:-0.21988
Word:chandu cos:-0.01631
Word:rosey cos:0.09313
Word:browder cos:-0.01534
Word:poon cos:-0.01522
Word:neo-confucian cos:-0.08534
Word:american-british cos:-0.29693
Word:explication cos:-0.18343
Word:saron cos:-0.36650
Word:nakaima cos:-0.22789
Word:duddy cos:-0.16677
Word:robotlike cos:-0.48406
Word:gwa cos:-0.19158
Word:amatola cos:-0.29460
Word:stager cos:-0.24448
Word:1708 cos:0.04093
Word:darier cos:-0.23499
Word:habitually cos:-0.17027
Word:cassandre cos:-0.18253
Word:alagi cos:-0.19518
Word:gibbon cos:0.18922
Word:iccr cos:-0.17803
Word:dāsh cos:0.08788
Word:nobusuke cos:-0.16902
Word:bellotto cos:-0.14982
Word:boucha cos:-0.07570
Word:stress-strain cos:-0.00598
Word:keira cos:0.24901
Word:30,938 cos:0.24084
Word:superstitious cos:-0.10498
Word:provability cos:-0.27700
Word:phaen cos:-0.15860
Word:all-freshman cos:0.10332
Word:alberic cos:0.03714
Word:teachings cos:0.11766
Word:saturnino cos:-0.08243
Word:kortrijk cos:-0.17888
Word:clywedog cos:-0.31604
Word:sumaidaie cos:-0.30091
Word:dusk cos:-0.02896
Word:interagency cos:-0.17673
Word:greyish-brown cos:-0.04564
Word:oxenham cos:-0.17893
Word:allmand cos:-0.33323
Word:palese cos:-0.20414
Word:saoudi cos:-0.48769
Word:banksias cos:-0.11080
Word:boxwoods cos:-0.18806
Word:fairless cos:-0.04615
Word:.0621 cos:-0.03305
Word:vavi cos:-0.19153
Word:altgeld cos:-0.07461
Word:explanatory cos:0.03785
Word:shigemura cos:-0.40474
Word:mulkey cos:-0.06768
Word:säpo cos:-0.22383
Word:tailwind cos:-0.12230
Word:landulf cos:-0.02972
Word:internist cos:0.01917
Word:50,000-plus cos:-0.29272
Word:doctrines cos:0.06835
Word:namboodiri cos:-0.21572
Word:dottore cos:-0.28625
Word:cand.theol cos:0.16146
Word:ramalho cos:-0.10538
Word:unitarian cos:0.06911
Word:spritzing cos:-0.43915
Word:dubrava cos:-0.26863
Word:gunsberg cos:-0.38714
Word:nayim cos:-0.24431
Word:dokka cos:-0.05060
Word:gallow cos:-0.16499
Word:tetas cos:-0.13947
Word:khomeyn cos:-0.42247
Word:powerlessness cos:-0.04015
Word:unbudgeted cos:-0.40582
Word:buhi cos:-0.39028
Word:kumbum cos:-0.30853
Word:ramush cos:0.00808
Word:kanawa cos:0.11556
Word:helvellyn cos:-0.24274
Word:lauterecken cos:-0.25474
Word:cholmondeley cos:0.22483
Word:distractors cos:-0.40693
Word:crigler cos:-0.38285
Word:pronominal cos:-0.09269
Word:rosencrans cos:-0.06216
Word:darryn cos:0.11741
Word:101.95 cos:-0.23747
Word:piene cos:-0.12564
Word:soviet-american cos:-0.37073
Word:serapes cos:-0.50085
Word:fazoli cos:-0.29986
Word:word-final cos:-0.11131
Word:qasida cos:-0.39130
Word:microstate cos:-0.37348
Word:staph cos:-0.18694
Word:user-submitted cos:-0.27569
Word:ordeals cos:-0.14922
Word:doebbler cos:0.06289
Word:oakworth cos:-0.37137
Word:sub-department cos:-0.28521
Word:trice cos:-0.02302
Word:headpiece cos:-0.10574
Word:baturin cos:-0.15804
Word:symmachus cos:-0.10441
Word:unpremeditated cos:0.10198
Word:chiau cos:-0.01258
Word:bumbry cos:0.06369
Word:kanwari cos:-0.39980
Word:sidell cos:-0.10164
Word:bernhardi cos:-0.21955
Word:crumley cos:-0.14703
Word:toasts cos:-0.04276
Word:deboned cos:-0.45665
Word:naegle cos:-0.15644
Word:kiryienka cos:-0.25376
Word:górnicza cos:-0.47636
Word:arechis cos:-0.20165
Word:levonorgestrel cos:-0.36391
Word:winefride cos:-0.12482
Word:friar cos:0.20047
Word:two-cycle cos:-0.28218
Word:halswell cos:-0.03278
Word:pusch cos:-0.07785
Word:ceramica cos:-0.21663
Word:practises cos:-0.34760
Word:mane cos:0.26023
Word:outsized cos:0.08431
Word:taeger cos:-0.31872
Word:liquidates cos:-0.13191
Word:fisheries cos:0.00805
Word:bimolecular cos:-0.38667
Word:mitigations cos:-0.52957
Word:condescendingly cos:-0.23402
Word:carignan cos:-0.09314
Word:dowell cos:-0.00274
Word:marusan cos:-0.07860
Word:saône-et-loire cos:-0.17478
Word:champawat cos:-0.39247
Word:tohill cos:0.02074
Word:amérique cos:-0.32563
Word:kendari cos:-0.34773
Word:amicus cos:0.04534
Word:ashhurst cos:-0.33784
Word:swank cos:0.10081
Word:nassour cos:-0.18472
Word:bukovec cos:-0.40893
Word:cherry cos:0.23451
Word:zoisite cos:-0.21636
Word:outlanders cos:-0.30537
Word:gamba cos:-0.02348
Word:mariam cos:-0.05402
Word:dholes cos:-0.31251
Word:05/23 cos:-0.26286
Word:mugshots cos:-0.11400
Word:lithtech cos:-0.25381
Word:stroppy cos:-0.35411
Word:ellipsis cos:0.01731
Word:goglia cos:-0.03741
Word:agriculturists cos:-0.37475
Word:reformulation cos:-0.29297
Word:tellus cos:-0.08611
Word:time-scale cos:-0.48920
Word:overabundant cos:-0.35068
Word:campiness cos:-0.31034
Word:32,750 cos:-0.04886
Word:februrary cos:-0.51697
Word:accessatlanta.com cos:0.05051
Word:adenia cos:-0.21318
Word:hesperus cos:-0.11192
Word:rv cos:-0.05362
Word:feldspathic cos:-0.29832
Word:diwa cos:-0.32776
Word:rufous cos:0.15200
Word:non-interventionist cos:-0.33203
Word:perchlorates cos:-0.50324
Word:tuvalu cos:-0.04369
Word:subantarctic cos:-0.01599
Word:nurmukhammed cos:-0.28400
Word:lemon cos:0.24165
Word:metatheory cos:-0.45344
Word:delinquent cos:-0.03338
Word:rtms cos:-0.23850
Word:carpaccio cos:-0.15303
Word:hardcovers cos:-0.17569
Word:nakapiripirit cos:-0.52925
Word:armilla cos:-0.05925
Word:35,625 cos:0.31718
Word:shabbily cos:-0.15270
Word:mlita cos:-0.16704
Word:fiance cos:0.30846
Word:calibrated cos:-0.26059
Word:frittatas cos:-0.36339
Word:ruan cos:-0.07350
Word:29,250 cos:0.08569
Word:hamdania cos:-0.00732
Word:lavishing cos:-0.10709
Word:amanmuradova cos:-0.21088
Word:zeolite cos:-0.24552
Word:competency-based cos:-0.23820
Word:sylvaner cos:-0.29972
Word:tifr cos:-0.11963
Word:castellacci cos:-0.35646
Word:cistercian cos:-0.00645
Word:l.h.d. cos:0.00261
Word:red-purple cos:-0.28490
Word:zivadin cos:-0.12990
Word:viceroyal cos:-0.13895
Word:agostinho cos:-0.21744
Word:schlumbergera cos:-0.30260
Word:troodontids cos:-0.44058
Word:phuc cos:-0.27790
Word:businesspeople cos:-0.26068
Word:10,000-plus cos:-0.32106
Word:almshouses cos:-0.13261
Word:1982-85 cos:-0.21259
Word:automatica cos:-0.18630
Word:dialectal cos:-0.10382
Word:ngai cos:-0.27620
Word:hully cos:-0.24670
Word:breus cos:-0.29921
Word:biscop cos:-0.19159
Word:non-commutative cos:-0.10577
Word:vashchuk cos:-0.12189
Word:widmar cos:-0.34922
Word:nodular cos:-0.24168
Word:susanville cos:-0.47721
Word:gilmore cos:0.30412
Word:ant-like cos:-0.26844
Word:buta cos:-0.28552
Word:saintliness cos:-0.13891
Word:dji-30 cos:-0.01297
Word:conceited cos:-0.13832
Word:diplôme cos:-0.07027
Word:four-story cos:-0.05269
Word:lemur cos:-0.01952
Word:cureton cos:-0.07279
Word:macaques cos:-0.15828
Word:heffalump cos:0.01133
Word:unconsecrated cos:-0.17482
Word:myna cos:-0.12056
Word:alannah cos:-0.16706
Word:marchuk cos:-0.24012
Word:flèche cos:-0.10092
Word:nattily cos:-0.13800
Word:janklow cos:-0.01621
Word:skullcap cos:0.06112
Word:mamai cos:-0.12346
Word:non-final cos:-0.36627
Word:time-space cos:-0.30811
Word:dongsuh cos:-0.12096
Word:windedness cos:-0.25914
Word:huilin cos:-0.38422
Word:trophic cos:-0.09128
Word:gaber cos:-0.38746
Word:ieds cos:-0.23272
Word:sakvarelidze cos:-0.45204
Word:capus cos:0.00178
Word:ohara cos:-0.02747
Word:gratz cos:-0.08457
Word:90.19 cos:-0.28452
Word:niobium cos:-0.12255
Word:jackals cos:0.05016
Word:sharkawi cos:-0.26047
Word:high-value cos:-0.21643
Word:arrogantly cos:-0.13503
Word:davol cos:-0.29602
Word:merienda cos:-0.23309
Word:bangala cos:-0.42922
Word:adair cos:0.22566
Word:gienger cos:-0.41423
Word:theologian cos:0.17426
Word:angulated cos:-0.35683
Word:ludwika cos:-0.22314
Word:sagada cos:-0.52024
Word:tasseled cos:0.06396
Word:adda cos:-0.24781
Word:thymol cos:-0.23668
Word:sysonby cos:-0.12283
Word:hardships cos:-0.05668
Word:pafa cos:-0.30078
Word:menchaca cos:0.01128
Word:yantra cos:-0.19983
Word:feigel cos:-0.26481
Word:keprta cos:-0.12266
Word:ozz cos:0.02246
Word:31,071 cos:0.02902
Word:ibagaza cos:-0.22080
Word:ecdysis cos:-0.33154
Word:browns cos:0.34336
Word:prosser cos:-0.05546
Word:meanings cos:0.15478
Word:hockenberry cos:-0.00590
Word:gradation cos:-0.36292
Word:3-21 cos:-0.15794
Word:fathering cos:-0.07259
Word:mullet cos:0.19273
Word:mediatization cos:-0.22833
Word:dule cos:-0.14780
Word:vayalar cos:0.03543
Word:berthet cos:-0.52650
Word:ferpa cos:-0.12159
Word:sino-vietnamese cos:0.06144
Word:wacholder cos:-0.21139
Word:bbt cos:-0.27799
Word:muscimol cos:-0.43649
Word:inter-governmental cos:-0.17256
Word:speckles cos:0.00378
Word:incensed cos:-0.14209
Word:brigita cos:-0.40971
Word:burbury cos:-0.12084
Word:rougemont cos:-0.04541
